symptom,duration,interpretation,risk_level,clinical_category,emergency_flag
Bleeding,3-7 Days,Chronic Condition Suspected,Medium,Neurological,Yes
Bleeding,3-7 Days,Emergency Evaluation Needed,High,Gi,No
Bleeding,3-7 Days,Lifestyle-Related Issue Possible,Critical,General,Yes
Bleeding,3-7 Days,Underlying Disease Progression,Low,Respiratory,No
Bleeding,1-2 Weeks,Acute Condition Likely,Medium,Cardiac,Yes
Bleeding,1-2 Weeks,Possible Infection,High,Neurological,No
Bleeding,1-2 Weeks,Monitor Symptoms,Critical,Gi,Yes
Bleeding,1-2 Weeks,Requires Clinical Evaluation,Low,General,No
Bleeding,1-2 Weeks,Chronic Condition Suspected,Medium,Respiratory,Yes
Bleeding,1-2 Weeks,Emergency Evaluation Needed,High,Cardiac,No
Bleeding,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Bleeding,1-2 Weeks,Underlying Disease Progression,Low,Gi,No
Bleeding,2-4 Weeks,Acute Condition Likely,Medium,General,Yes
Bleeding,2-4 Weeks,Possible Infection,High,Respiratory,No
Bleeding,2-4 Weeks,Monitor Symptoms,Critical,Cardiac,Yes
Bleeding,2-4 Weeks,Requires Clinical Evaluation,Low,Neurological,No
Bleeding,2-4 Weeks,Chronic Condition Suspected,Medium,Gi,Yes
Bleeding,2-4 Weeks,Emergency Evaluation Needed,High,General,No
Bleeding,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Bleeding,2-4 Weeks,Underlying Disease Progression,Low,Cardiac,No
Bleeding,1-3 Months,Acute Condition Likely,Medium,Neurological,Yes
Bleeding,1-3 Months,Possible Infection,High,Gi,No
Bleeding,1-3 Months,Monitor Symptoms,Critical,General,Yes
Bleeding,1-3 Months,Requires Clinical Evaluation,Low,Respiratory,No
Bleeding,1-3 Months,Chronic Condition Suspected,Medium,Cardiac,Yes
Bleeding,1-3 Months,Emergency Evaluation Needed,High,Neurological,No
Bleeding,1-3 Months,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Bleeding,1-3 Months,Underlying Disease Progression,Low,General,No
Bleeding,Chronic (>3 Months),Acute Condition Likely,Medium,Respiratory,Yes
Bleeding,Chronic (>3 Months),Possible Infection,High,Cardiac,No
Bleeding,Chronic (>3 Months),Monitor Symptoms,Critical,Neurological,Yes
Bleeding,Chronic (>3 Months),Requires Clinical Evaluation,Low,Gi,No
Bleeding,Chronic (>3 Months),Chronic Condition Suspected,Medium,General,Yes
Bleeding,Chronic (>3 Months),Emergency Evaluation Needed,High,Respiratory,No
Bleeding,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Bleeding,Chronic (>3 Months),Underlying Disease Progression,Low,Neurological,No
Weakness,< 1 Day,Acute Condition Likely,Medium,Gi,Yes
Weakness,< 1 Day,Possible Infection,High,General,No
Weakness,< 1 Day,Monitor Symptoms,Critical,Respiratory,Yes
Weakness,< 1 Day,Requires Clinical Evaluation,Low,Cardiac,No
Weakness,< 1 Day,Chronic Condition Suspected,Medium,Neurological,Yes
Weakness,< 1 Day,Emergency Evaluation Needed,High,Gi,No
Weakness,< 1 Day,Lifestyle-Related Issue Possible,Critical,General,Yes
Weakness,< 1 Day,Underlying Disease Progression,Low,Respiratory,No
Weakness,1-3 Days,Acute Condition Likely,Medium,Cardiac,Yes
Weakness,1-3 Days,Possible Infection,High,Neurological,No
Weakness,1-3 Days,Monitor Symptoms,Critical,Gi,Yes
Weakness,1-3 Days,Requires Clinical Evaluation,Low,General,No
Weakness,1-3 Days,Chronic Condition Suspected,Medium,Respiratory,Yes
Weakness,1-3 Days,Emergency Evaluation Needed,High,Cardiac,No
Weakness,1-3 Days,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Weakness,1-3 Days,Underlying Disease Progression,Low,Gi,No
Weakness,3-7 Days,Acute Condition Likely,Medium,General,Yes
Weakness,3-7 Days,Possible Infection,High,Respiratory,No
Weakness,3-7 Days,Monitor Symptoms,Critical,Cardiac,Yes
Weakness,3-7 Days,Requires Clinical Evaluation,Low,Neurological,No
Weakness,3-7 Days,Chronic Condition Suspected,Medium,Gi,Yes
Weakness,3-7 Days,Emergency Evaluation Needed,High,General,No
Weakness,3-7 Days,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Weakness,3-7 Days,Underlying Disease Progression,Low,Cardiac,No
Weakness,1-2 Weeks,Acute Condition Likely,Medium,Neurological,Yes
Weakness,1-2 Weeks,Possible Infection,High,Gi,No
Weakness,1-2 Weeks,Monitor Symptoms,Critical,General,Yes
Weakness,1-2 Weeks,Requires Clinical Evaluation,Low,Respiratory,No
Weakness,1-2 Weeks,Chronic Condition Suspected,Medium,Cardiac,Yes
Weakness,1-2 Weeks,Emergency Evaluation Needed,High,Neurological,No
Weakness,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Weakness,1-2 Weeks,Underlying Disease Progression,Low,General,No
Weakness,2-4 Weeks,Acute Condition Likely,Medium,Respiratory,Yes
Weakness,2-4 Weeks,Possible Infection,High,Cardiac,No
Weakness,2-4 Weeks,Monitor Symptoms,Critical,Neurological,Yes
Weakness,2-4 Weeks,Requires Clinical Evaluation,Low,Gi,No
Weakness,2-4 Weeks,Chronic Condition Suspected,Medium,General,Yes
Weakness,2-4 Weeks,Emergency Evaluation Needed,High,Respiratory,No
Weakness,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Weakness,2-4 Weeks,Underlying Disease Progression,Low,Neurological,No
Weakness,1-3 Months,Acute Condition Likely,Medium,Gi,Yes
Weakness,1-3 Months,Possible Infection,High,General,No
Weakness,1-3 Months,Monitor Symptoms,Critical,Respiratory,Yes
Weakness,1-3 Months,Requires Clinical Evaluation,Low,Cardiac,No
Weakness,1-3 Months,Chronic Condition Suspected,Medium,Neurological,Yes
Weakness,1-3 Months,Emergency Evaluation Needed,High,Gi,No
Weakness,1-3 Months,Lifestyle-Related Issue Possible,Critical,General,Yes
Weakness,1-3 Months,Underlying Disease Progression,Low,Respiratory,No
Weakness,Chronic (>3 Months),Acute Condition Likely,Medium,Cardiac,Yes
Weakness,Chronic (>3 Months),Possible Infection,High,Neurological,No
Weakness,Chronic (>3 Months),Monitor Symptoms,Critical,Gi,Yes
Weakness,Chronic (>3 Months),Requires Clinical Evaluation,Low,General,No
Weakness,Chronic (>3 Months),Chronic Condition Suspected,Medium,Respiratory,Yes
Weakness,Chronic (>3 Months),Emergency Evaluation Needed,High,Cardiac,No
Weakness,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Weakness,Chronic (>3 Months),Underlying Disease Progression,Low,Gi,No
Confusion,< 1 Day,Acute Condition Likely,Medium,General,Yes
Confusion,< 1 Day,Possible Infection,High,Respiratory,No
Confusion,< 1 Day,Monitor Symptoms,Critical,Cardiac,Yes
Confusion,< 1 Day,Requires Clinical Evaluation,Low,Neurological,No
Confusion,< 1 Day,Chronic Condition Suspected,Medium,Gi,Yes
Confusion,< 1 Day,Emergency Evaluation Needed,High,General,No
Confusion,< 1 Day,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Confusion,< 1 Day,Underlying Disease Progression,Low,Cardiac,No
Confusion,1-3 Days,Acute Condition Likely,Medium,Neurological,Yes
Confusion,1-3 Days,Possible Infection,High,Gi,No
Confusion,1-3 Days,Monitor Symptoms,Critical,General,Yes
Confusion,1-3 Days,Requires Clinical Evaluation,Low,Respiratory,No
Confusion,1-3 Days,Chronic Condition Suspected,Medium,Cardiac,Yes
Confusion,1-3 Days,Emergency Evaluation Needed,High,Neurological,No
Confusion,1-3 Days,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Confusion,1-3 Days,Underlying Disease Progression,Low,General,No
Confusion,3-7 Days,Acute Condition Likely,Medium,Respiratory,Yes
Confusion,3-7 Days,Possible Infection,High,Cardiac,No
Confusion,3-7 Days,Monitor Symptoms,Critical,Neurological,Yes
Confusion,3-7 Days,Requires Clinical Evaluation,Low,Gi,No
Confusion,3-7 Days,Chronic Condition Suspected,Medium,General,Yes
Confusion,3-7 Days,Emergency Evaluation Needed,High,Respiratory,No
Confusion,3-7 Days,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Confusion,3-7 Days,Underlying Disease Progression,Low,Neurological,No
Confusion,1-2 Weeks,Acute Condition Likely,Medium,Gi,Yes
Confusion,1-2 Weeks,Possible Infection,High,General,No
Confusion,1-2 Weeks,Monitor Symptoms,Critical,Respiratory,Yes
Confusion,1-2 Weeks,Requires Clinical Evaluation,Low,Cardiac,No
Confusion,1-2 Weeks,Chronic Condition Suspected,Medium,Neurological,Yes
Confusion,1-2 Weeks,Emergency Evaluation Needed,High,Gi,No
Confusion,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,General,Yes
Confusion,1-2 Weeks,Underlying Disease Progression,Low,Respiratory,No
Confusion,2-4 Weeks,Acute Condition Likely,Medium,Cardiac,Yes
Confusion,2-4 Weeks,Possible Infection,High,Neurological,No
Confusion,2-4 Weeks,Monitor Symptoms,Critical,Gi,Yes
Confusion,2-4 Weeks,Requires Clinical Evaluation,Low,General,No
Confusion,2-4 Weeks,Chronic Condition Suspected,Medium,Respiratory,Yes
Confusion,2-4 Weeks,Emergency Evaluation Needed,High,Cardiac,No
Confusion,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Confusion,2-4 Weeks,Underlying Disease Progression,Low,Gi,No
Confusion,1-3 Months,Acute Condition Likely,Medium,General,Yes
Confusion,1-3 Months,Possible Infection,High,Respiratory,No
Confusion,1-3 Months,Monitor Symptoms,Critical,Cardiac,Yes
Confusion,1-3 Months,Requires Clinical Evaluation,Low,Neurological,No
Confusion,1-3 Months,Chronic Condition Suspected,Medium,Gi,Yes
Confusion,1-3 Months,Emergency Evaluation Needed,High,General,No
Confusion,1-3 Months,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Confusion,1-3 Months,Underlying Disease Progression,Low,Cardiac,No
Confusion,Chronic (>3 Months),Acute Condition Likely,Medium,Neurological,Yes
Confusion,Chronic (>3 Months),Possible Infection,High,Gi,No
Confusion,Chronic (>3 Months),Monitor Symptoms,Critical,General,Yes
Confusion,Chronic (>3 Months),Requires Clinical Evaluation,Low,Respiratory,No
Confusion,Chronic (>3 Months),Chronic Condition Suspected,Medium,Cardiac,Yes
Confusion,Chronic (>3 Months),Emergency Evaluation Needed,High,Neurological,No
Confusion,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,Gi,Yes
Confusion,Chronic (>3 Months),Underlying Disease Progression,Low,General,No
Sore Throat,< 1 Day,Acute Condition Likely,Medium,Respiratory,Yes
Sore Throat,< 1 Day,Possible Infection,High,Cardiac,No
Sore Throat,< 1 Day,Monitor Symptoms,Critical,Neurological,Yes
Sore Throat,< 1 Day,Requires Clinical Evaluation,Low,Gi,No
Sore Throat,< 1 Day,Chronic Condition Suspected,Medium,General,Yes
Sore Throat,< 1 Day,Emergency Evaluation Needed,High,Respiratory,No
Sore Throat,< 1 Day,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Sore Throat,< 1 Day,Underlying Disease Progression,Low,Neurological,No
Sore Throat,1-3 Days,Acute Condition Likely,Medium,Gi,Yes
Sore Throat,1-3 Days,Possible Infection,High,General,No
Sore Throat,1-3 Days,Monitor Symptoms,Critical,Respiratory,Yes
Sore Throat,1-3 Days,Requires Clinical Evaluation,Low,Cardiac,No
Sore Throat,1-3 Days,Chronic Condition Suspected,Medium,Neurological,Yes
Sore Throat,1-3 Days,Emergency Evaluation Needed,High,Gi,No
Sore Throat,1-3 Days,Lifestyle-Related Issue Possible,Critical,General,Yes
Sore Throat,1-3 Days,Underlying Disease Progression,Low,Respiratory,No
Sore Throat,3-7 Days,Acute Condition Likely,Medium,Cardiac,Yes
Sore Throat,3-7 Days,Possible Infection,High,Neurological,No
Sore Throat,3-7 Days,Monitor Symptoms,Critical,Gi,Yes
Sore Throat,3-7 Days,Requires Clinical Evaluation,Low,General,No
Sore Throat,3-7 Days,Chronic Condition Suspected,Medium,Respiratory,Yes
Sore Throat,3-7 Days,Emergency Evaluation Needed,High,Cardiac,No
Sore Throat,3-7 Days,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Sore Throat,3-7 Days,Underlying Disease Progression,Low,Gi,No
Sore Throat,1-2 Weeks,Acute Condition Likely,Medium,General,Yes
Sore Throat,1-2 Weeks,Possible Infection,High,Respiratory,No
Sore Throat,1-2 Weeks,Monitor Symptoms,Critical,Cardiac,Yes
Sore Throat,1-2 Weeks,Requires Clinical Evaluation,Low,Neurological,No
Sore Throat,1-2 Weeks,Chronic Condition Suspected,Medium,Gi,Yes
Sore Throat,1-2 Weeks,Emergency Evaluation Needed,High,General,No
Sore Throat,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Sore Throat,1-2 Weeks,Underlying Disease Progression,Low,Cardiac,No
Sore Throat,2-4 Weeks,Acute Condition Likely,Medium,Neurological,Yes
Sore Throat,2-4 Weeks,Possible Infection,High,Gi,No
Sore Throat,2-4 Weeks,Monitor Symptoms,Critical,General,Yes
Sore Throat,2-4 Weeks,Requires Clinical Evaluation,Low,Respiratory,No
Sore Throat,2-4 Weeks,Chronic Condition Suspected,Medium,Cardiac,Yes
Sore Throat,2-4 Weeks,Emergency Evaluation Needed,High,Neurological,No
Sore Throat,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Sore Throat,2-4 Weeks,Underlying Disease Progression,Low,General,No
Sore Throat,1-3 Months,Acute Condition Likely,Medium,Respiratory,Yes
Sore Throat,1-3 Months,Possible Infection,High,Cardiac,No
Sore Throat,1-3 Months,Monitor Symptoms,Critical,Neurological,Yes
Sore Throat,1-3 Months,Requires Clinical Evaluation,Low,Gi,No
Sore Throat,1-3 Months,Chronic Condition Suspected,Medium,General,Yes
Sore Throat,1-3 Months,Emergency Evaluation Needed,High,Respiratory,No
Sore Throat,1-3 Months,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Sore Throat,1-3 Months,Underlying Disease Progression,Low,Neurological,No
Sore Throat,Chronic (>3 Months),Acute Condition Likely,Medium,Gi,Yes
Sore Throat,Chronic (>3 Months),Possible Infection,High,General,No
Sore Throat,Chronic (>3 Months),Monitor Symptoms,Critical,Respiratory,Yes
Sore Throat,Chronic (>3 Months),Requires Clinical Evaluation,Low,Cardiac,No
Sore Throat,Chronic (>3 Months),Chronic Condition Suspected,Medium,Neurological,Yes
Sore Throat,Chronic (>3 Months),Emergency Evaluation Needed,High,Gi,No
Sore Throat,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,General,Yes
Sore Throat,Chronic (>3 Months),Underlying Disease Progression,Low,Respiratory,No
Runny Nose,< 1 Day,Acute Condition Likely,Medium,Cardiac,Yes
Runny Nose,< 1 Day,Possible Infection,High,Neurological,No
Runny Nose,< 1 Day,Monitor Symptoms,Critical,Gi,Yes
Runny Nose,< 1 Day,Requires Clinical Evaluation,Low,General,No
Runny Nose,< 1 Day,Chronic Condition Suspected,Medium,Respiratory,Yes
Runny Nose,< 1 Day,Emergency Evaluation Needed,High,Cardiac,No
Runny Nose,< 1 Day,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Runny Nose,< 1 Day,Underlying Disease Progression,Low,Gi,No
Runny Nose,1-3 Days,Acute Condition Likely,Medium,General,Yes
Runny Nose,1-3 Days,Possible Infection,High,Respiratory,No
Runny Nose,1-3 Days,Monitor Symptoms,Critical,Cardiac,Yes
Runny Nose,1-3 Days,Requires Clinical Evaluation,Low,Neurological,No
Runny Nose,1-3 Days,Chronic Condition Suspected,Medium,Gi,Yes
Runny Nose,1-3 Days,Emergency Evaluation Needed,High,General,No
Runny Nose,1-3 Days,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Runny Nose,1-3 Days,Underlying Disease Progression,Low,Cardiac,No
Runny Nose,3-7 Days,Acute Condition Likely,Medium,Neurological,Yes
Runny Nose,3-7 Days,Possible Infection,High,Gi,No
Runny Nose,3-7 Days,Monitor Symptoms,Critical,General,Yes
Runny Nose,3-7 Days,Requires Clinical Evaluation,Low,Respiratory,No
Runny Nose,3-7 Days,Chronic Condition Suspected,Medium,Cardiac,Yes
Runny Nose,3-7 Days,Emergency Evaluation Needed,High,Neurological,No
Runny Nose,3-7 Days,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Runny Nose,3-7 Days,Underlying Disease Progression,Low,General,No
Runny Nose,1-2 Weeks,Acute Condition Likely,Medium,Respiratory,Yes
Runny Nose,1-2 Weeks,Possible Infection,High,Cardiac,No
Runny Nose,1-2 Weeks,Monitor Symptoms,Critical,Neurological,Yes
Runny Nose,1-2 Weeks,Requires Clinical Evaluation,Low,Gi,No
Runny Nose,1-2 Weeks,Chronic Condition Suspected,Medium,General,Yes
Runny Nose,1-2 Weeks,Emergency Evaluation Needed,High,Respiratory,No
Runny Nose,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Runny Nose,1-2 Weeks,Underlying Disease Progression,Low,Neurological,No
Runny Nose,2-4 Weeks,Acute Condition Likely,Medium,Gi,Yes
Runny Nose,2-4 Weeks,Possible Infection,High,General,No
Runny Nose,2-4 Weeks,Monitor Symptoms,Critical,Respiratory,Yes
Runny Nose,2-4 Weeks,Requires Clinical Evaluation,Low,Cardiac,No
Runny Nose,2-4 Weeks,Chronic Condition Suspected,Medium,Neurological,Yes
Runny Nose,2-4 Weeks,Emergency Evaluation Needed,High,Gi,No
Runny Nose,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,General,Yes
Runny Nose,2-4 Weeks,Underlying Disease Progression,Low,Respiratory,No
Runny Nose,1-3 Months,Acute Condition Likely,Medium,Cardiac,Yes
Runny Nose,1-3 Months,Possible Infection,High,Neurological,No
Runny Nose,1-3 Months,Monitor Symptoms,Critical,Gi,Yes
Runny Nose,1-3 Months,Requires Clinical Evaluation,Low,General,No
Runny Nose,1-3 Months,Chronic Condition Suspected,Medium,Respiratory,Yes
Runny Nose,1-3 Months,Emergency Evaluation Needed,High,Cardiac,No
Runny Nose,1-3 Months,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Runny Nose,1-3 Months,Underlying Disease Progression,Low,Gi,No
Runny Nose,Chronic (>3 Months),Acute Condition Likely,Medium,General,Yes
Runny Nose,Chronic (>3 Months),Possible Infection,High,Respiratory,No
Runny Nose,Chronic (>3 Months),Monitor Symptoms,Critical,Cardiac,Yes
Runny Nose,Chronic (>3 Months),Requires Clinical Evaluation,Low,Neurological,No
Runny Nose,Chronic (>3 Months),Chronic Condition Suspected,Medium,Gi,Yes
Runny Nose,Chronic (>3 Months),Emergency Evaluation Needed,High,General,No
Runny Nose,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Runny Nose,Chronic (>3 Months),Underlying Disease Progression,Low,Cardiac,No
