disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_set,possible_diseases,differentiating_factor
Jaundice,Itching,Vomiting,Weight Loss,High Fever,Yellowish Skin,Dark Urine,Fatigue +  Yellowish Skin,"Hepatitis C, Impetigo, Psoriasis",Platelet Count
Jaundice,Itching,Vomiting,Fatigue,High Fever,Yellowish Skin,Dark Urine,Skin Rash +  Joint Pain,"Psoriasis, Tuberculosis",Pcr Confirmation
Jaundice,Itching,Vomiting,Fatigue,Weight Loss,Yellowish Skin,Dark Urine,Muscle Wasting +  Patches In Throat,"Aids, Chronic Cholestasis, Hepatitis B",Symptom Duration
Jaundice,Itching,Vomiting,Fatigue,Weight Loss,High Fever,Dark Urine,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Gastroenteritis, Hypothyroidism",Platelet Count
Jaundice,Itching,Vomiting,Fatigue,Weight Loss,High Fever,Yellowish Skin,Fatigue +  Mood Swings,"Hyperthyroidism, Jaundice, Impetigo",Breathlessness
Jaundice,Itching,Vomiting,Fatigue,Weight Loss,High Fever,Yellowish Skin,Skin Rash +  High Fever,"Impetigo, Gastroenteritis, Pneumonia",Chest Pain Pattern
Malaria,Chills,Vomiting,High Fever,Sweating,Headache,Nausea,Fatigue +  Cramps,"Varicose Veins, Common Cold, Arthritis",Platelet Count
Malaria,Chills,Vomiting,High Fever,Sweating,Headache,Nausea,Skin Rash +  Joint Pain,"Psoriasis, Urinary Tract Infection, Hypothyroidism",Platelet Count
Malaria,Chills,Vomiting,High Fever,Sweating,Headache,Nausea,Skin Rash +  High Fever,"Impetigo, Hepatitis A, Hypertension",Chest Pain Pattern
Malaria,Vomiting,High Fever,Sweating,Headache,Nausea,Diarrhoea,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Paralysis (Brain Hemorrhage), Common Cold",Breathlessness
Malaria,Chills,High Fever,Sweating,Headache,Nausea,Diarrhoea,Joint Pain +  Vomiting,"Hepatitis E, Hepatitis C, Pneumonia",Breathlessness
Malaria,Chills,Vomiting,Sweating,Headache,Nausea,Diarrhoea,Fatigue +  Cough,"Bronchial Asthma, Dimorphic Hemmorhoids(Piles), Varicose Veins",Chest Pain Pattern
Malaria,Chills,Vomiting,High Fever,Headache,Nausea,Diarrhoea,Chills +  Vomiting,"Typhoid, Allergy, Cervical Spondylosis",Platelet Count
Malaria,Chills,Vomiting,High Fever,Sweating,Nausea,Diarrhoea,Fatigue +  Cough,"Bronchial Asthma, Hepatitis C, Psoriasis",Breathlessness
Malaria,Chills,Vomiting,High Fever,Sweating,Headache,Diarrhoea,Fatigue +  Cramps,"Varicose Veins, Hyperthyroidism, Drug Reaction",Chest Pain Pattern
Malaria,Chills,Vomiting,High Fever,Sweating,Headache,Nausea,Fatigue +  Mood Swings,"Hyperthyroidism, Jaundice, Typhoid",Breathlessness
Chicken Pox,Itching,Skin Rash,Fatigue,Lethargy,High Fever,Headache,Vomiting +  Fatigue,"Hypoglycemia, Hepatitis B, Malaria",Platelet Count
Chicken Pox,Skin Rash,Fatigue,Lethargy,High Fever,Headache,Loss Of Appetite,Itching +  Skin Rash,"Fungal Infection, Drug Reaction, Hepatitis E",Pcr Confirmation
Chicken Pox,Itching,Fatigue,Lethargy,High Fever,Headache,Loss Of Appetite,Chills +  Fatigue,"Pneumonia, Hypothyroidism, Acne",Pcr Confirmation
Chicken Pox,Itching,Skin Rash,Lethargy,High Fever,Headache,Loss Of Appetite,Vomiting +  Breathlessness,"Heart Attack, Paralysis (Brain Hemorrhage), Gerd",Breathlessness
Chicken Pox,Itching,Skin Rash,Fatigue,High Fever,Headache,Loss Of Appetite,Skin Rash +  Joint Pain,"Psoriasis, Hepatitis A, Jaundice",Cbc Test
Chicken Pox,Itching,Skin Rash,Fatigue,Lethargy,Headache,Loss Of Appetite,Fatigue +  Cough,"Bronchial Asthma, Gastroenteritis, Hyperthyroidism",Pcr Confirmation
Chicken Pox,Itching,Skin Rash,Fatigue,Lethargy,High Fever,Loss Of Appetite,Joint Pain +  Knee Pain,"Osteoarthristis, Hepatitis A, Urinary Tract Infection",Oxygen Saturation
Chicken Pox,Itching,Skin Rash,Fatigue,Lethargy,High Fever,Headache,Skin Rash +  Chills,"Dengue, Urinary Tract Infection, Alcoholic Hepatitis",Oxygen Saturation
Chicken Pox,Itching,Skin Rash,Fatigue,Lethargy,High Fever,Headache,Chills +  Vomiting,"Typhoid, Bronchial Asthma, Hepatitis A",Pcr Confirmation
Chicken Pox,Itching,Skin Rash,Fatigue,Lethargy,High Fever,Headache,Itching +  Skin Rash,"Fungal Infection, Arthritis, Common Cold",Inflammatory Markers
Dengue,Skin Rash,Chills,Joint Pain,Vomiting,Fatigue,High Fever,Continuous Sneezing +  Shivering,"Allergy, Gerd, (Vertigo) Paroymsal  Positional Vertigo",Pcr Confirmation
Dengue,Skin Rash,Chills,Joint Pain,Vomiting,Fatigue,High Fever,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Gastroenteritis, Hyperthyroidism",Pcr Confirmation
Dengue,Skin Rash,Chills,Joint Pain,Vomiting,Fatigue,High Fever,Joint Pain +  Neck Pain,"Osteoarthristis, Aids, Migraine",Pcr Confirmation
Dengue,Skin Rash,Chills,Joint Pain,Vomiting,Fatigue,High Fever,Patches In Throat +  High Fever,"Aids, Hepatitis B, Hyperthyroidism",Oxygen Saturation
Dengue,Chills,Joint Pain,Vomiting,Fatigue,High Fever,Headache,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Migraine, Gastroenteritis",Cbc Test
Dengue,Skin Rash,Joint Pain,Vomiting,Fatigue,High Fever,Headache,Skin Rash +  Pus Filled Pimples,"Acne, Varicose Veins, Hepatitis C",Pcr Confirmation
Dengue,Skin Rash,Chills,Vomiting,Fatigue,High Fever,Headache,Muscle Wasting +  Patches In Throat,"Aids, Fungal Infection, Tuberculosis",Platelet Count
Dengue,Skin Rash,Chills,Joint Pain,Fatigue,High Fever,Headache,Skin Rash +  Joint Pain,"Psoriasis, Drug Reaction, Cervical Spondylosis",Symptom Duration
Dengue,Skin Rash,Chills,Joint Pain,Vomiting,High Fever,Headache,Itching +  Skin Rash,"Fungal Infection, Heart Attack, Acne",Pcr Confirmation
Dengue,Skin Rash,Chills,Joint Pain,Vomiting,Fatigue,Headache,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Common Cold",Cbc Test
Typhoid,Chills,Vomiting,Fatigue,High Fever,Nausea,Constipation,Chills +  Vomiting,"Malaria, Alcoholic Hepatitis, Typhoid",Oxygen Saturation
Typhoid,Chills,Vomiting,Fatigue,High Fever,Headache,Constipation,Fatigue +  Yellowish Skin,"Hepatitis C, Acne, (Vertigo) Paroymsal  Positional Vertigo",Platelet Count
Typhoid,Chills,Vomiting,Fatigue,High Fever,Headache,Nausea,Chills +  Vomiting,"Malaria, Dengue, Cervical Spondylosis",Pcr Confirmation
Typhoid,Chills,Vomiting,Fatigue,High Fever,Headache,Nausea,Chills +  Vomiting,"Malaria, Hepatitis D, Tuberculosis",Platelet Count
Typhoid,Chills,Vomiting,Fatigue,High Fever,Headache,Nausea,Stomach Pain +  Acidity,"Gerd, Hypoglycemia, Malaria",Platelet Count
Typhoid,Chills,Vomiting,Fatigue,High Fever,Headache,Nausea,Itching +  Vomiting,"Chronic Cholestasis, Varicose Veins, Cervical Spondylosis",Breathlessness
Typhoid,Chills,Vomiting,Fatigue,High Fever,Headache,Nausea,Chills +  Fatigue,"Typhoid, Hepatitis C, Malaria",Oxygen Saturation
Typhoid,Chills,Vomiting,Fatigue,High Fever,Headache,Nausea,Muscle Weakness +  Stiff Neck,"Arthritis, Paralysis (Brain Hemorrhage), Acne",Cbc Test
Typhoid,Chills,Vomiting,Fatigue,High Fever,Headache,Nausea,Chills +  Vomiting,"Tuberculosis, Varicose Veins, Peptic Ulcer Diseae",Cbc Test
Typhoid,Chills,Fatigue,High Fever,Headache,Nausea,Constipation,Joint Pain +  Vomiting,"Hepatitis A, Hyperthyroidism, (Vertigo) Paroymsal  Positional Vertigo",Oxygen Saturation
Hepatitis A,Joint Pain,Vomiting,Yellowish Skin,Dark Urine,Nausea,Loss Of Appetite,Itching +  Skin Rash,"Fungal Infection, Arthritis, Peptic Ulcer Diseae",Rash Pattern
Hepatitis A,Joint Pain,Vomiting,Yellowish Skin,Dark Urine,Nausea,Loss Of Appetite,Itching +  Fatigue,"Hepatitis B, Diabetes , Hepatitis C",Breathlessness
Hepatitis A,Vomiting,Yellowish Skin,Dark Urine,Nausea,Loss Of Appetite,Abdominal Pain,Muscle Weakness +  Stiff Neck,"Arthritis, Hepatitis C, Jaundice",Pcr Confirmation
Hepatitis A,Joint Pain,Yellowish Skin,Dark Urine,Nausea,Loss Of Appetite,Abdominal Pain,Joint Pain +  Vomiting,"Hepatitis A, Typhoid, Hepatitis E",Inflammatory Markers
Hepatitis A,Joint Pain,Vomiting,Dark Urine,Nausea,Loss Of Appetite,Abdominal Pain,Fatigue +  Cough,"Bronchial Asthma, Hepatitis C, Hepatitis E",Cbc Test
Hepatitis A,Joint Pain,Vomiting,Yellowish Skin,Nausea,Loss Of Appetite,Abdominal Pain,Skin Rash +  Joint Pain,"Psoriasis, Hyperthyroidism, Hepatitis E",Symptom Duration
Hepatitis A,Joint Pain,Vomiting,Yellowish Skin,Dark Urine,Loss Of Appetite,Abdominal Pain,Joint Pain +  Vomiting,"Hepatitis A, Hypothyroidism, Chronic Cholestasis",Oxygen Saturation
Hepatitis A,Joint Pain,Vomiting,Yellowish Skin,Dark Urine,Nausea,Abdominal Pain,Joint Pain +  Vomiting,"Hepatitis D, Hypoglycemia, Gerd",Travel History
Hepatitis A,Joint Pain,Vomiting,Yellowish Skin,Dark Urine,Nausea,Loss Of Appetite,Itching +  Vomiting,"Chronic Cholestasis, Peptic Ulcer Diseae, Hypothyroidism",Rash Pattern
Hepatitis A,Joint Pain,Vomiting,Yellowish Skin,Dark Urine,Nausea,Loss Of Appetite,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Diabetes , Hepatitis D",Rash Pattern
Hepatitis B,Itching,Fatigue,Lethargy,Yellowish Skin,Dark Urine,Loss Of Appetite,Vomiting +  Sunken Eyes,"Gastroenteritis, Gerd, Osteoarthristis",Oxygen Saturation
Hepatitis B,Itching,Fatigue,Lethargy,Yellowish Skin,Dark Urine,Loss Of Appetite,Fatigue +  Weight Loss,"Diabetes , Chronic Cholestasis, Hypoglycemia",Breathlessness
Hepatitis B,Fatigue,Lethargy,Yellowish Skin,Dark Urine,Loss Of Appetite,Abdominal Pain,Muscle Weakness +  Stiff Neck,"Arthritis, Migraine, Hepatitis E",Cbc Test
Hepatitis B,Itching,Lethargy,Yellowish Skin,Dark Urine,Loss Of Appetite,Abdominal Pain,Itching +  Vomiting,"Jaundice, Hyperthyroidism, Chicken Pox",Travel History
Hepatitis B,Itching,Fatigue,Yellowish Skin,Dark Urine,Loss Of Appetite,Abdominal Pain,Fatigue +  Weight Loss,"Diabetes , Hepatitis D, Hepatitis E",Chest Pain Pattern
Hepatitis B,Itching,Fatigue,Lethargy,Dark Urine,Loss Of Appetite,Abdominal Pain,Skin Rash +  Joint Pain,"Psoriasis, Drug Reaction, Varicose Veins",Oxygen Saturation
Hepatitis B,Itching,Fatigue,Lethargy,Yellowish Skin,Loss Of Appetite,Abdominal Pain,Joint Pain +  Vomiting,"Hepatitis E, Hepatitis B, (Vertigo) Paroymsal  Positional Vertigo",Platelet Count
Hepatitis B,Itching,Fatigue,Lethargy,Yellowish Skin,Dark Urine,Abdominal Pain,Itching +  Vomiting,"Jaundice, Arthritis",Platelet Count
Hepatitis B,Itching,Fatigue,Lethargy,Yellowish Skin,Dark Urine,Loss Of Appetite,Vomiting +  Dehydration,"Gastroenteritis, Impetigo, Cervical Spondylosis",Cbc Test
Hepatitis B,Itching,Fatigue,Lethargy,Yellowish Skin,Dark Urine,Loss Of Appetite,Itching +  Skin Rash,"Chicken Pox, Osteoarthristis, Psoriasis",Cbc Test
Hepatitis C,Fatigue,Yellowish Skin,Nausea,Loss Of Appetite,Family History,Nausea,Chills +  Vomiting,"Malaria, Dimorphic Hemmorhoids(Piles), Diabetes",Platelet Count
Hepatitis C,Fatigue,Yellowish Skin,Nausea,Loss Of Appetite,Yellowing Of Eyes,Family History,Pain During Bowel Movements +  Pain In Anal Region,"Dimorphic Hemmorhoids(Piles), Hypothyroidism, Bronchial Asthma",Pcr Confirmation
Hepatitis C,Yellowish Skin,Nausea,Loss Of Appetite,Yellowing Of Eyes,Family History,Nausea,Continuous Sneezing +  Shivering,"Allergy, Hypoglycemia, Chicken Pox",Platelet Count
Hepatitis C,Fatigue,Nausea,Loss Of Appetite,Yellowing Of Eyes,Family History,Nausea,Skin Rash +  Blackheads,"Acne, (Vertigo) Paroymsal  Positional Vertigo, Hyperthyroidism",Pcr Confirmation
Hepatitis C,Fatigue,Yellowish Skin,Loss Of Appetite,Yellowing Of Eyes,Family History,Nausea,Vomiting +  Fatigue,"Hypoglycemia, Urinary Tract Infection, Migraine",Pcr Confirmation
Hepatitis C,Fatigue,Yellowish Skin,Nausea,Yellowing Of Eyes,Family History,Nausea,Muscle Wasting +  Patches In Throat,"Aids, (Vertigo) Paroymsal  Positional Vertigo, Urinary Tract Infection",Platelet Count
Hepatitis C,Fatigue,Yellowish Skin,Nausea,Loss Of Appetite,Family History,Nausea,Vomiting +  Breathlessness,"Heart Attack, Dengue, Cervical Spondylosis",Platelet Count
Hepatitis C,Fatigue,Yellowish Skin,Nausea,Loss Of Appetite,Yellowing Of Eyes,Nausea,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Varicose Veins, Common Cold",Cbc Test
Hepatitis C,Fatigue,Yellowish Skin,Nausea,Loss Of Appetite,Yellowing Of Eyes,Family History,Chills +  Fatigue,"Pneumonia, Hypertension , Dimorphic Hemmorhoids(Piles)",Platelet Count
Hepatitis C,Fatigue,Yellowish Skin,Nausea,Loss Of Appetite,Yellowing Of Eyes,Family History,Muscle Wasting +  High Fever,"Aids, Hepatitis C, Osteoarthristis",Platelet Count
Hepatitis D,Joint Pain,Vomiting,Fatigue,Yellowish Skin,Dark Urine,Nausea,Stomach Pain +  Acidity,"Gerd, Dengue, Malaria",Platelet Count
Hepatitis D,Vomiting,Fatigue,Yellowish Skin,Dark Urine,Nausea,Loss Of Appetite,Stomach Pain +  Acidity,"Gerd, Aids, Fungal Infection",Oxygen Saturation
Hepatitis D,Joint Pain,Fatigue,Yellowish Skin,Dark Urine,Nausea,Loss Of Appetite,Fatigue +  Weight Loss,"Diabetes , Hepatitis B, Impetigo",Inflammatory Markers
Hepatitis D,Joint Pain,Vomiting,Yellowish Skin,Dark Urine,Nausea,Loss Of Appetite,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, (Vertigo) Paroymsal  Positional Vertigo",Platelet Count
Hepatitis D,Joint Pain,Vomiting,Fatigue,Dark Urine,Nausea,Loss Of Appetite,Continuous Sneezing +  Chills,"Common Cold, Drug Reaction, (Vertigo) Paroymsal  Positional Vertigo",Chest Pain Pattern
Hepatitis D,Joint Pain,Vomiting,Fatigue,Yellowish Skin,Nausea,Loss Of Appetite,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Hepatitis E, Gerd",Pcr Confirmation
Hepatitis D,Joint Pain,Vomiting,Fatigue,Yellowish Skin,Dark Urine,Loss Of Appetite,Fatigue +  Anxiety,"Hypoglycemia, Hepatitis C, Cervical Spondylosis",Platelet Count
Hepatitis D,Joint Pain,Vomiting,Fatigue,Yellowish Skin,Dark Urine,Nausea,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Aids, Paralysis (Brain Hemorrhage)",Pcr Confirmation
Hepatitis D,Joint Pain,Vomiting,Fatigue,Yellowish Skin,Dark Urine,Nausea,Itching +  Skin Rash,"Fungal Infection, Osteoarthristis, Typhoid",Rash Pattern
Hepatitis D,Joint Pain,Vomiting,Fatigue,Yellowish Skin,Dark Urine,Nausea,Fatigue +  Mood Swings,"Hyperthyroidism, Heart Attack, Jaundice",Cbc Test
Hepatitis E,Joint Pain,Vomiting,Fatigue,High Fever,Yellowish Skin,Dark Urine,Itching +  Vomiting,"Jaundice, Chronic Cholestasis, Drug Reaction",Cbc Test
Hepatitis E,Joint Pain,Vomiting,Fatigue,High Fever,Yellowish Skin,Dark Urine,Acidity +  Indigestion,"Migraine, Acne, Aids",Platelet Count
Hepatitis E,Joint Pain,Vomiting,Fatigue,High Fever,Yellowish Skin,Dark Urine,Fatigue +  Cramps,"Varicose Veins, Drug Reaction, Diabetes",Rash Pattern
Hepatitis E,Vomiting,Fatigue,High Fever,Yellowish Skin,Dark Urine,Nausea,Continuous Sneezing +  Chills,"Common Cold, (Vertigo) Paroymsal  Positional Vertigo, Bronchial Asthma",Platelet Count
Hepatitis E,Joint Pain,Fatigue,High Fever,Yellowish Skin,Dark Urine,Nausea,Vomiting +  Sunken Eyes,"Gastroenteritis, Urinary Tract Infection, Pneumonia",Cbc Test
Hepatitis E,Joint Pain,Vomiting,High Fever,Yellowish Skin,Dark Urine,Nausea,Headache +  Chest Pain,"Hypertension , Aids, Osteoarthristis",Symptom Duration
Hepatitis E,Joint Pain,Vomiting,Fatigue,Yellowish Skin,Dark Urine,Nausea,Headache +  Dizziness,"Hypertension , Hepatitis E, Fungal Infection",Pcr Confirmation
Hepatitis E,Joint Pain,Vomiting,Fatigue,High Fever,Dark Urine,Nausea,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Chicken Pox, Arthritis",Cbc Test
Hepatitis E,Joint Pain,Vomiting,Fatigue,High Fever,Yellowish Skin,Nausea,Chills +  Vomiting,"Tuberculosis, Acne, Alcoholic Hepatitis",Cbc Test
Hepatitis E,Joint Pain,Vomiting,Fatigue,High Fever,Yellowish Skin,Dark Urine,Fatigue +  Weight Loss,"Diabetes , Urinary Tract Infection, Typhoid",Platelet Count
Alcoholic Hepatitis,Vomiting,Yellowish Skin,Abdominal Pain,Swelling Of Stomach,Distention Of Abdomen,History Of Alcohol Consumption,Skin Rash +  Joint Pain,"Psoriasis, Gerd, Typhoid",Oxygen Saturation
Alcoholic Hepatitis,Vomiting,Yellowish Skin,Abdominal Pain,Swelling Of Stomach,Distention Of Abdomen,History Of Alcohol Consumption,Chills +  Fatigue,"Pneumonia, Typhoid, Jaundice",Breathlessness
Alcoholic Hepatitis,Yellowish Skin,Abdominal Pain,Swelling Of Stomach,Distention Of Abdomen,History Of Alcohol Consumption,Fluid Overload,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Hypoglycemia, Drug Reaction",Pcr Confirmation
Alcoholic Hepatitis,Vomiting,Abdominal Pain,Swelling Of Stomach,Distention Of Abdomen,History Of Alcohol Consumption,Fluid Overload,Muscle Wasting +  Patches In Throat,"Aids, Dimorphic Hemmorhoids(Piles), Dengue",Breathlessness
Alcoholic Hepatitis,Vomiting,Yellowish Skin,Swelling Of Stomach,Distention Of Abdomen,History Of Alcohol Consumption,Fluid Overload,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Hepatitis A, Hepatitis C",Platelet Count
Alcoholic Hepatitis,Vomiting,Yellowish Skin,Abdominal Pain,Distention Of Abdomen,History Of Alcohol Consumption,Fluid Overload,Stomach Pain +  Ulcers On Tongue,"Gerd, Arthritis, Alcoholic Hepatitis",Oxygen Saturation
Alcoholic Hepatitis,Vomiting,Yellowish Skin,Abdominal Pain,Swelling Of Stomach,History Of Alcohol Consumption,Fluid Overload,Itching +  Vomiting,"Jaundice, Varicose Veins, Arthritis",Cbc Test
Alcoholic Hepatitis,Vomiting,Yellowish Skin,Abdominal Pain,Swelling Of Stomach,Distention Of Abdomen,Fluid Overload,Chills +  Vomiting,"Typhoid, Cervical Spondylosis, Impetigo",Oxygen Saturation
Alcoholic Hepatitis,Vomiting,Yellowish Skin,Abdominal Pain,Swelling Of Stomach,Distention Of Abdomen,History Of Alcohol Consumption,Joint Pain +  Vomiting,"Hepatitis A, Tuberculosis, Jaundice",Breathlessness
Alcoholic Hepatitis,Vomiting,Yellowish Skin,Abdominal Pain,Swelling Of Stomach,Distention Of Abdomen,History Of Alcohol Consumption,Skin Rash +  Joint Pain,"Psoriasis, Common Cold, Osteoarthristis",Oxygen Saturation
Tuberculosis,Chills,Vomiting,Fatigue,Weight Loss,Cough,High Fever,Sunken Eyes +  Dehydration,"Gastroenteritis, Fungal Infection, Impetigo",Oxygen Saturation
Tuberculosis,Chills,Vomiting,Fatigue,Weight Loss,Cough,High Fever,Joint Pain +  Knee Pain,"Osteoarthristis, Alcoholic Hepatitis, Paralysis (Brain Hemorrhage)",Symptom Duration
Tuberculosis,Vomiting,Fatigue,Weight Loss,Cough,High Fever,Breathlessness,Itching +  Skin Rash,"Chicken Pox, Hepatitis E",Chest Pain Pattern
Tuberculosis,Chills,Fatigue,Weight Loss,Cough,High Fever,Breathlessness,Skin Rash +  High Fever,"Impetigo, Acne, Varicose Veins",Travel History
Tuberculosis,Chills,Vomiting,Weight Loss,Cough,High Fever,Breathlessness,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Diabetes , Hepatitis E",Travel History
Tuberculosis,Chills,Vomiting,Fatigue,Cough,High Fever,Breathlessness,Skin Rash +  Joint Pain,"Psoriasis, Dimorphic Hemmorhoids(Piles), Acne",Breathlessness
Tuberculosis,Chills,Vomiting,Fatigue,Weight Loss,High Fever,Breathlessness,Chills +  Vomiting,"Typhoid, Pneumonia, Hypothyroidism",Pcr Confirmation
Tuberculosis,Chills,Vomiting,Fatigue,Weight Loss,Cough,Breathlessness,Fatigue +  Cough,"Bronchial Asthma, Jaundice, Hepatitis A",Inflammatory Markers
Tuberculosis,Chills,Vomiting,Fatigue,Weight Loss,Cough,High Fever,Muscle Wasting +  Patches In Throat,"Aids, Urinary Tract Infection",Oxygen Saturation
Tuberculosis,Chills,Vomiting,Fatigue,Weight Loss,Cough,High Fever,Itching +  Skin Rash,"Chicken Pox, Impetigo, Hepatitis E",Platelet Count
Common Cold,Continuous Sneezing,Chills,Fatigue,Cough,High Fever,Headache,Itching +  Skin Rash,"Chicken Pox, Hepatitis A, Dimorphic Hemmorhoids(Piles)",Pcr Confirmation
Common Cold,Continuous Sneezing,Chills,Fatigue,Cough,High Fever,Headache,Chills +  Vomiting,"Tuberculosis, Heart Attack, Hepatitis C",Pcr Confirmation
Common Cold,Chills,Fatigue,Cough,High Fever,Headache,Swelled Lymph Nodes,Skin Rash +  Pus Filled Pimples,"Acne, Common Cold, Migraine",Rash Pattern
Common Cold,Continuous Sneezing,Fatigue,Cough,High Fever,Headache,Swelled Lymph Nodes,Fatigue +  Weight Loss,"Diabetes , Acne, Chronic Cholestasis",Cbc Test
Common Cold,Continuous Sneezing,Chills,Cough,High Fever,Headache,Swelled Lymph Nodes,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Chronic Cholestasis, Gastroenteritis",Travel History
Common Cold,Continuous Sneezing,Chills,Fatigue,High Fever,Headache,Swelled Lymph Nodes,Headache +  Chest Pain,"Hypertension , Urinary Tract Infection, Migraine",Pcr Confirmation
Common Cold,Continuous Sneezing,Chills,Fatigue,Cough,Headache,Swelled Lymph Nodes,Continuous Sneezing +  Chills,"Common Cold, Hepatitis A, Fungal Infection",Cbc Test
Common Cold,Continuous Sneezing,Chills,Fatigue,Cough,High Fever,Swelled Lymph Nodes,Muscle Wasting +  Patches In Throat,"Aids, Hypothyroidism, Common Cold",Travel History
