symptom,follow_up_question,question_type,expected_values,priority,clinical_category,emergency_flag
Tremor,Any Emergency Warning Signs?,Emergency Flag,Yes/No,Low,Msk,No
Facial Droop,Since How Many Days?,Duration,Numeric,Medium,Dermatology,Yes
Facial Droop,"Mild, Moderate Or Severe?",Severity,Mild/Moderate/Severe,High,Emergency,No
Facial Droop,How Frequently Does It Occur?,Frequency,Occasional/Frequent,Low,General,Yes
Facial Droop,When Did It Start Worsening?,Progression,Numeric,Medium,Respiratory,No
Facial Droop,Any Associated Symptoms Present?,Associated Symptom,Yes/No,High,Cardiac,Yes
Facial Droop,Triggered By Activity?,Trigger,Yes/No,Low,Neurology,No
Facial Droop,Localized Or Widespread?,Location,Localized/Diffuse,Medium,Gi,Yes
Facial Droop,Constant Or Intermittent?,Pattern,Constant/Intermittent,High,Endocrine,No
Facial Droop,Does It Affect Daily Activities?,Impact,Yes/No,Low,Msk,Yes
Facial Droop,Any Emergency Warning Signs?,Emergency Flag,Yes/No,Medium,Dermatology,No
Blurred Vision,Since How Many Days?,Duration,Numeric,High,Emergency,Yes
Blurred Vision,"Mild, Moderate Or Severe?",Severity,Mild/Moderate/Severe,Low,General,No
Blurred Vision,How Frequently Does It Occur?,Frequency,Occasional/Frequent,Medium,Respiratory,Yes
Blurred Vision,When Did It Start Worsening?,Progression,Numeric,High,Cardiac,No
Blurred Vision,Any Associated Symptoms Present?,Associated Symptom,Yes/No,Low,Neurology,Yes
Blurred Vision,Triggered By Activity?,Trigger,Yes/No,Medium,Gi,No
Blurred Vision,Localized Or Widespread?,Location,Localized/Diffuse,High,Endocrine,Yes
Blurred Vision,Constant Or Intermittent?,Pattern,Constant/Intermittent,Low,Msk,No
Blurred Vision,Does It Affect Daily Activities?,Impact,Yes/No,Medium,Dermatology,Yes
Blurred Vision,Any Emergency Warning Signs?,Emergency Flag,Yes/No,High,Emergency,No
Frequent Urination,Since How Many Days?,Duration,Numeric,Low,General,Yes
Frequent Urination,"Mild, Moderate Or Severe?",Severity,Mild/Moderate/Severe,Medium,Respiratory,No
Frequent Urination,How Frequently Does It Occur?,Frequency,Occasional/Frequent,High,Cardiac,Yes
Frequent Urination,When Did It Start Worsening?,Progression,Numeric,Low,Neurology,No
Frequent Urination,Any Associated Symptoms Present?,Associated Symptom,Yes/No,Medium,Gi,Yes
Frequent Urination,Triggered By Activity?,Trigger,Yes/No,High,Endocrine,No
Frequent Urination,Localized Or Widespread?,Location,Localized/Diffuse,Low,Msk,Yes
Frequent Urination,Constant Or Intermittent?,Pattern,Constant/Intermittent,Medium,Dermatology,No
Frequent Urination,Does It Affect Daily Activities?,Impact,Yes/No,High,Emergency,Yes
Frequent Urination,Any Emergency Warning Signs?,Emergency Flag,Yes/No,Low,General,No
Excess Thirst,Since How Many Days?,Duration,Numeric,Medium,Respiratory,Yes
Excess Thirst,"Mild, Moderate Or Severe?",Severity,Mild/Moderate/Severe,High,Cardiac,No
Excess Thirst,How Frequently Does It Occur?,Frequency,Occasional/Frequent,Low,Neurology,Yes
Excess Thirst,When Did It Start Worsening?,Progression,Numeric,Medium,Gi,No
Excess Thirst,Any Associated Symptoms Present?,Associated Symptom,Yes/No,High,Endocrine,Yes
Excess Thirst,Triggered By Activity?,Trigger,Yes/No,Low,Msk,No
Excess Thirst,Localized Or Widespread?,Location,Localized/Diffuse,Medium,Dermatology,Yes
Excess Thirst,Constant Or Intermittent?,Pattern,Constant/Intermittent,High,Emergency,No
Excess Thirst,Does It Affect Daily Activities?,Impact,Yes/No,Low,General,Yes
Excess Thirst,Any Emergency Warning Signs?,Emergency Flag,Yes/No,Medium,Respiratory,No
Heat Intolerance,Since How Many Days?,Duration,Numeric,High,Cardiac,Yes
Heat Intolerance,"Mild, Moderate Or Severe?",Severity,Mild/Moderate/Severe,Low,Neurology,No
Heat Intolerance,How Frequently Does It Occur?,Frequency,Occasional/Frequent,Medium,Gi,Yes
Heat Intolerance,When Did It Start Worsening?,Progression,Numeric,High,Endocrine,No
Heat Intolerance,Any Associated Symptoms Present?,Associated Symptom,Yes/No,Low,Msk,Yes
Heat Intolerance,Triggered By Activity?,Trigger,Yes/No,Medium,Dermatology,No
Heat Intolerance,Localized Or Widespread?,Location,Localized/Diffuse,High,Emergency,Yes
Heat Intolerance,Constant Or Intermittent?,Pattern,Constant/Intermittent,Low,General,No
Heat Intolerance,Does It Affect Daily Activities?,Impact,Yes/No,Medium,Respiratory,Yes
Heat Intolerance,Any Emergency Warning Signs?,Emergency Flag,Yes/No,High,Cardiac,No
Cold Intolerance,Since How Many Days?,Duration,Numeric,Low,Neurology,Yes
Cold Intolerance,"Mild, Moderate Or Severe?",Severity,Mild/Moderate/Severe,Medium,Gi,No
Cold Intolerance,How Frequently Does It Occur?,Frequency,Occasional/Frequent,High,Endocrine,Yes
Cold Intolerance,When Did It Start Worsening?,Progression,Numeric,Low,Msk,No
Cold Intolerance,Any Associated Symptoms Present?,Associated Symptom,Yes/No,Medium,Dermatology,Yes
Cold Intolerance,Triggered By Activity?,Trigger,Yes/No,High,Emergency,No
Cold Intolerance,Localized Or Widespread?,Location,Localized/Diffuse,Low,General,Yes
Cold Intolerance,Constant Or Intermittent?,Pattern,Constant/Intermittent,Medium,Respiratory,No
Cold Intolerance,Does It Affect Daily Activities?,Impact,Yes/No,High,Cardiac,Yes
Cold Intolerance,Any Emergency Warning Signs?,Emergency Flag,Yes/No,Low,Neurology,No
Rash,Since How Many Days?,Duration,Numeric,Medium,Gi,Yes
Rash,"Mild, Moderate Or Severe?",Severity,Mild/Moderate/Severe,High,Endocrine,No
Rash,How Frequently Does It Occur?,Frequency,Occasional/Frequent,Low,Msk,Yes
Rash,When Did It Start Worsening?,Progression,Numeric,Medium,Dermatology,No
Rash,Any Associated Symptoms Present?,Associated Symptom,Yes/No,High,Emergency,Yes
Rash,Triggered By Activity?,Trigger,Yes/No,Low,General,No
Rash,Localized Or Widespread?,Location,Localized/Diffuse,Medium,Respiratory,Yes
Rash,Constant Or Intermittent?,Pattern,Constant/Intermittent,High,Cardiac,No
Rash,Does It Affect Daily Activities?,Impact,Yes/No,Low,Neurology,Yes
Rash,Any Emergency Warning Signs?,Emergency Flag,Yes/No,Medium,Gi,No
Itching,Since How Many Days?,Duration,Numeric,High,Endocrine,Yes
Itching,"Mild, Moderate Or Severe?",Severity,Mild/Moderate/Severe,Low,Msk,No
Itching,How Frequently Does It Occur?,Frequency,Occasional/Frequent,Medium,Dermatology,Yes
Itching,When Did It Start Worsening?,Progression,Numeric,High,Emergency,No
Itching,Any Associated Symptoms Present?,Associated Symptom,Yes/No,Low,General,Yes
Itching,Triggered By Activity?,Trigger,Yes/No,Medium,Respiratory,No
Itching,Localized Or Widespread?,Location,Localized/Diffuse,High,Cardiac,Yes
Itching,Constant Or Intermittent?,Pattern,Constant/Intermittent,Low,Neurology,No
Itching,Does It Affect Daily Activities?,Impact,Yes/No,Medium,Gi,Yes
Itching,Any Emergency Warning Signs?,Emergency Flag,Yes/No,High,Endocrine,No
Skin Lesions,Since How Many Days?,Duration,Numeric,Low,Msk,Yes
Skin Lesions,"Mild, Moderate Or Severe?",Severity,Mild/Moderate/Severe,Medium,Dermatology,No
Skin Lesions,How Frequently Does It Occur?,Frequency,Occasional/Frequent,High,Emergency,Yes
Skin Lesions,When Did It Start Worsening?,Progression,Numeric,Low,General,No
Skin Lesions,Any Associated Symptoms Present?,Associated Symptom,Yes/No,Medium,Respiratory,Yes
Skin Lesions,Triggered By Activity?,Trigger,Yes/No,High,Cardiac,No
Skin Lesions,Localized Or Widespread?,Location,Localized/Diffuse,Low,Neurology,Yes
Skin Lesions,Constant Or Intermittent?,Pattern,Constant/Intermittent,Medium,Gi,No
Skin Lesions,Does It Affect Daily Activities?,Impact,Yes/No,High,Endocrine,Yes
Skin Lesions,Any Emergency Warning Signs?,Emergency Flag,Yes/No,Low,Msk,No
Hair Loss,Since How Many Days?,Duration,Numeric,Medium,Dermatology,Yes
Hair Loss,"Mild, Moderate Or Severe?",Severity,Mild/Moderate/Severe,High,Emergency,No
Hair Loss,How Frequently Does It Occur?,Frequency,Occasional/Frequent,Low,General,Yes
Hair Loss,When Did It Start Worsening?,Progression,Numeric,Medium,Respiratory,No
Hair Loss,Any Associated Symptoms Present?,Associated Symptom,Yes/No,High,Cardiac,Yes
Hair Loss,Triggered By Activity?,Trigger,Yes/No,Low,Neurology,No
Hair Loss,Localized Or Widespread?,Location,Localized/Diffuse,Medium,Gi,Yes
Hair Loss,Constant Or Intermittent?,Pattern,Constant/Intermittent,High,Endocrine,No
Hair Loss,Does It Affect Daily Activities?,Impact,Yes/No,Low,Msk,Yes
Hair Loss,Any Emergency Warning Signs?,Emergency Flag,Yes/No,Medium,Dermatology,No
Insomnia,Since How Many Days?,Duration,Numeric,High,Emergency,Yes
Insomnia,"Mild, Moderate Or Severe?",Severity,Mild/Moderate/Severe,Low,General,No
Insomnia,How Frequently Does It Occur?,Frequency,Occasional/Frequent,Medium,Respiratory,Yes
Insomnia,When Did It Start Worsening?,Progression,Numeric,High,Cardiac,No
Insomnia,Any Associated Symptoms Present?,Associated Symptom,Yes/No,Low,Neurology,Yes
Insomnia,Triggered By Activity?,Trigger,Yes/No,Medium,Gi,No
Insomnia,Localized Or Widespread?,Location,Localized/Diffuse,High,Endocrine,Yes
Insomnia,Constant Or Intermittent?,Pattern,Constant/Intermittent,Low,Msk,No
Insomnia,Does It Affect Daily Activities?,Impact,Yes/No,Medium,Dermatology,Yes
Insomnia,Any Emergency Warning Signs?,Emergency Flag,Yes/No,High,Emergency,No
Anxiety,Since How Many Days?,Duration,Numeric,Low,General,Yes
Anxiety,"Mild, Moderate Or Severe?",Severity,Mild/Moderate/Severe,Medium,Respiratory,No
Anxiety,How Frequently Does It Occur?,Frequency,Occasional/Frequent,High,Cardiac,Yes
Anxiety,When Did It Start Worsening?,Progression,Numeric,Low,Neurology,No
Anxiety,Any Associated Symptoms Present?,Associated Symptom,Yes/No,Medium,Gi,Yes
Anxiety,Triggered By Activity?,Trigger,Yes/No,High,Endocrine,No
Anxiety,Localized Or Widespread?,Location,Localized/Diffuse,Low,Msk,Yes
Anxiety,Constant Or Intermittent?,Pattern,Constant/Intermittent,Medium,Dermatology,No
Anxiety,Does It Affect Daily Activities?,Impact,Yes/No,High,Emergency,Yes
Anxiety,Any Emergency Warning Signs?,Emergency Flag,Yes/No,Low,General,No
Depressed Mood,Since How Many Days?,Duration,Numeric,Medium,Respiratory,Yes
Depressed Mood,"Mild, Moderate Or Severe?",Severity,Mild/Moderate/Severe,High,Cardiac,No
Depressed Mood,How Frequently Does It Occur?,Frequency,Occasional/Frequent,Low,Neurology,Yes
Depressed Mood,When Did It Start Worsening?,Progression,Numeric,Medium,Gi,No
Depressed Mood,Any Associated Symptoms Present?,Associated Symptom,Yes/No,High,Endocrine,Yes
Depressed Mood,Triggered By Activity?,Trigger,Yes/No,Low,Msk,No
Depressed Mood,Localized Or Widespread?,Location,Localized/Diffuse,Medium,Dermatology,Yes
Depressed Mood,Constant Or Intermittent?,Pattern,Constant/Intermittent,High,Emergency,No
Depressed Mood,Does It Affect Daily Activities?,Impact,Yes/No,Low,General,Yes
Depressed Mood,Any Emergency Warning Signs?,Emergency Flag,Yes/No,Medium,Respiratory,No
Irritability,Since How Many Days?,Duration,Numeric,High,Cardiac,Yes
Irritability,"Mild, Moderate Or Severe?",Severity,Mild/Moderate/Severe,Low,Neurology,No
Irritability,How Frequently Does It Occur?,Frequency,Occasional/Frequent,Medium,Gi,Yes
Irritability,When Did It Start Worsening?,Progression,Numeric,High,Endocrine,No
Irritability,Any Associated Symptoms Present?,Associated Symptom,Yes/No,Low,Msk,Yes
Irritability,Triggered By Activity?,Trigger,Yes/No,Medium,Dermatology,No
Irritability,Localized Or Widespread?,Location,Localized/Diffuse,High,Emergency,Yes
Irritability,Constant Or Intermittent?,Pattern,Constant/Intermittent,Low,General,No
Irritability,Does It Affect Daily Activities?,Impact,Yes/No,Medium,Respiratory,Yes
Irritability,Any Emergency Warning Signs?,Emergency Flag,Yes/No,High,Cardiac,No
Ear Pain,Since How Many Days?,Duration,Numeric,Low,Neurology,Yes
Ear Pain,"Mild, Moderate Or Severe?",Severity,Mild/Moderate/Severe,Medium,Gi,No
Ear Pain,How Frequently Does It Occur?,Frequency,Occasional/Frequent,High,Endocrine,Yes
Ear Pain,When Did It Start Worsening?,Progression,Numeric,Low,Msk,No
Ear Pain,Any Associated Symptoms Present?,Associated Symptom,Yes/No,Medium,Dermatology,Yes
Ear Pain,Triggered By Activity?,Trigger,Yes/No,High,Emergency,No
Ear Pain,Localized Or Widespread?,Location,Localized/Diffuse,Low,General,Yes
Ear Pain,Constant Or Intermittent?,Pattern,Constant/Intermittent,Medium,Respiratory,No
Ear Pain,Does It Affect Daily Activities?,Impact,Yes/No,High,Cardiac,Yes
Ear Pain,Any Emergency Warning Signs?,Emergency Flag,Yes/No,Low,Neurology,No
Hearing Loss,Since How Many Days?,Duration,Numeric,Medium,Gi,Yes
Hearing Loss,"Mild, Moderate Or Severe?",Severity,Mild/Moderate/Severe,High,Endocrine,No
Hearing Loss,How Frequently Does It Occur?,Frequency,Occasional/Frequent,Low,Msk,Yes
Hearing Loss,When Did It Start Worsening?,Progression,Numeric,Medium,Dermatology,No
Hearing Loss,Any Associated Symptoms Present?,Associated Symptom,Yes/No,High,Emergency,Yes
Hearing Loss,Triggered By Activity?,Trigger,Yes/No,Low,General,No
Hearing Loss,Localized Or Widespread?,Location,Localized/Diffuse,Medium,Respiratory,Yes
Hearing Loss,Constant Or Intermittent?,Pattern,Constant/Intermittent,High,Cardiac,No
Hearing Loss,Does It Affect Daily Activities?,Impact,Yes/No,Low,Neurology,Yes
Hearing Loss,Any Emergency Warning Signs?,Emergency Flag,Yes/No,Medium,Gi,No
Neck Pain,Since How Many Days?,Duration,Numeric,High,Endocrine,Yes
Neck Pain,"Mild, Moderate Or Severe?",Severity,Mild/Moderate/Severe,Low,Msk,No
Neck Pain,How Frequently Does It Occur?,Frequency,Occasional/Frequent,Medium,Dermatology,Yes
Neck Pain,When Did It Start Worsening?,Progression,Numeric,High,Emergency,No
Neck Pain,Any Associated Symptoms Present?,Associated Symptom,Yes/No,Low,General,Yes
Neck Pain,Triggered By Activity?,Trigger,Yes/No,Medium,Respiratory,No
Neck Pain,Localized Or Widespread?,Location,Localized/Diffuse,High,Cardiac,Yes
Neck Pain,Constant Or Intermittent?,Pattern,Constant/Intermittent,Low,Neurology,No
Neck Pain,Does It Affect Daily Activities?,Impact,Yes/No,Medium,Gi,Yes
Neck Pain,Any Emergency Warning Signs?,Emergency Flag,Yes/No,High,Endocrine,No
Pelvic Pain,Since How Many Days?,Duration,Numeric,Low,Msk,Yes
Pelvic Pain,"Mild, Moderate Or Severe?",Severity,Mild/Moderate/Severe,Medium,Dermatology,No
Pelvic Pain,How Frequently Does It Occur?,Frequency,Occasional/Frequent,High,Emergency,Yes
Pelvic Pain,When Did It Start Worsening?,Progression,Numeric,Low,General,No
Pelvic Pain,Any Associated Symptoms Present?,Associated Symptom,Yes/No,Medium,Respiratory,Yes
Pelvic Pain,Triggered By Activity?,Trigger,Yes/No,High,Cardiac,No
Pelvic Pain,Localized Or Widespread?,Location,Localized/Diffuse,Low,Neurology,Yes
Pelvic Pain,Constant Or Intermittent?,Pattern,Constant/Intermittent,Medium,Gi,No
Pelvic Pain,Does It Affect Daily Activities?,Impact,Yes/No,High,Endocrine,Yes
Pelvic Pain,Any Emergency Warning Signs?,Emergency Flag,Yes/No,Low,Msk,No
Menstrual Irregularity,Since How Many Days?,Duration,Numeric,Medium,Dermatology,Yes
Menstrual Irregularity,"Mild, Moderate Or Severe?",Severity,Mild/Moderate/Severe,High,Emergency,No
Menstrual Irregularity,How Frequently Does It Occur?,Frequency,Occasional/Frequent,Low,General,Yes
Menstrual Irregularity,When Did It Start Worsening?,Progression,Numeric,Medium,Respiratory,No
Menstrual Irregularity,Any Associated Symptoms Present?,Associated Symptom,Yes/No,High,Cardiac,Yes
Menstrual Irregularity,Triggered By Activity?,Trigger,Yes/No,Low,Neurology,No
Menstrual Irregularity,Localized Or Widespread?,Location,Localized/Diffuse,Medium,Gi,Yes
Menstrual Irregularity,Constant Or Intermittent?,Pattern,Constant/Intermittent,High,Endocrine,No
Menstrual Irregularity,Does It Affect Daily Activities?,Impact,Yes/No,Low,Msk,Yes
Menstrual Irregularity,Any Emergency Warning Signs?,Emergency Flag,Yes/No,Medium,Dermatology,No
Burning Urination,Since How Many Days?,Duration,Numeric,High,Emergency,Yes
Burning Urination,"Mild, Moderate Or Severe?",Severity,Mild/Moderate/Severe,Low,General,No
Burning Urination,How Frequently Does It Occur?,Frequency,Occasional/Frequent,Medium,Respiratory,Yes
Burning Urination,When Did It Start Worsening?,Progression,Numeric,High,Cardiac,No
Burning Urination,Any Associated Symptoms Present?,Associated Symptom,Yes/No,Low,Neurology,Yes
Burning Urination,Triggered By Activity?,Trigger,Yes/No,Medium,Gi,No
Burning Urination,Localized Or Widespread?,Location,Localized/Diffuse,High,Endocrine,Yes
Burning Urination,Constant Or Intermittent?,Pattern,Constant/Intermittent,Low,Msk,No
Burning Urination,Does It Affect Daily Activities?,Impact,Yes/No,Medium,Dermatology,Yes
Burning Urination,Any Emergency Warning Signs?,Emergency Flag,Yes/No,High,Emergency,No
Blood In Urine,Since How Many Days?,Duration,Numeric,Low,General,Yes
Blood In Urine,"Mild, Moderate Or Severe?",Severity,Mild/Moderate/Severe,Medium,Respiratory,No
Blood In Urine,How Frequently Does It Occur?,Frequency,Occasional/Frequent,High,Cardiac,Yes
Blood In Urine,When Did It Start Worsening?,Progression,Numeric,Low,Neurology,No
Blood In Urine,Any Associated Symptoms Present?,Associated Symptom,Yes/No,Medium,Gi,Yes
Blood In Urine,Triggered By Activity?,Trigger,Yes/No,High,Endocrine,No
Blood In Urine,Localized Or Widespread?,Location,Localized/Diffuse,Low,Msk,Yes
Blood In Urine,Constant Or Intermittent?,Pattern,Constant/Intermittent,Medium,Dermatology,No
Blood In Urine,Does It Affect Daily Activities?,Impact,Yes/No,High,Emergency,Yes
Blood In Urine,Any Emergency Warning Signs?,Emergency Flag,Yes/No,Low,General,No
Swollen Lymph Nodes,Since How Many Days?,Duration,Numeric,Medium,Respiratory,Yes
Swollen Lymph Nodes,"Mild, Moderate Or Severe?",Severity,Mild/Moderate/Severe,High,Cardiac,No
Swollen Lymph Nodes,How Frequently Does It Occur?,Frequency,Occasional/Frequent,Low,Neurology,Yes
Swollen Lymph Nodes,When Did It Start Worsening?,Progression,Numeric,Medium,Gi,No
Swollen Lymph Nodes,Any Associated Symptoms Present?,Associated Symptom,Yes/No,High,Endocrine,Yes
Swollen Lymph Nodes,Triggered By Activity?,Trigger,Yes/No,Low,Msk,No
Swollen Lymph Nodes,Localized Or Widespread?,Location,Localized/Diffuse,Medium,Dermatology,Yes
Swollen Lymph Nodes,Constant Or Intermittent?,Pattern,Constant/Intermittent,High,Emergency,No
Swollen Lymph Nodes,Does It Affect Daily Activities?,Impact,Yes/No,Low,General,Yes
Swollen Lymph Nodes,Any Emergency Warning Signs?,Emergency Flag,Yes/No,Medium,Respiratory,No
Dry Mouth,Since How Many Days?,Duration,Numeric,High,Cardiac,Yes
Dry Mouth,"Mild, Moderate Or Severe?",Severity,Mild/Moderate/Severe,Low,Neurology,No
Dry Mouth,How Frequently Does It Occur?,Frequency,Occasional/Frequent,Medium,Gi,Yes
Dry Mouth,When Did It Start Worsening?,Progression,Numeric,High,Endocrine,No
Dry Mouth,Any Associated Symptoms Present?,Associated Symptom,Yes/No,Low,Msk,Yes
Dry Mouth,Triggered By Activity?,Trigger,Yes/No,Medium,Dermatology,No
Dry Mouth,Localized Or Widespread?,Location,Localized/Diffuse,High,Emergency,Yes
Dry Mouth,Constant Or Intermittent?,Pattern,Constant/Intermittent,Low,General,No
Dry Mouth,Does It Affect Daily Activities?,Impact,Yes/No,Medium,Respiratory,Yes
Dry Mouth,Any Emergency Warning Signs?,Emergency Flag,Yes/No,High,Cardiac,No
Mouth Ulcers,Since How Many Days?,Duration,Numeric,Low,Neurology,Yes
Mouth Ulcers,"Mild, Moderate Or Severe?",Severity,Mild/Moderate/Severe,Medium,Gi,No
Mouth Ulcers,How Frequently Does It Occur?,Frequency,Occasional/Frequent,High,Endocrine,Yes
