disease,description,cause,category,severity,disease_progression,common_complications,prevalence,primary_management
Inflammatory Cardiac Disorder 119,Inflammatory Cardiac Disorder 119 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,Uncommon,Diagnostics
Metabolic Cardiac Disorder 120,Metabolic Cardiac Disorder 120 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Neurological Complications,Rare,Specialist Referral
Acute Neurological Disorder 121,Acute Neurological Disorder 121 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Organ Dysfunction,Common,Medication
Chronic Neurological Disorder 122,Chronic Neurological Disorder 122 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Secondary Infection,Uncommon,Lifestyle
Autoimmune Neurological Disorder 123,Autoimmune Neurological Disorder 123 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Inflammation Complications,Rare,Diagnostics
Idiopathic Neurological Disorder 124,Idiopathic Neurological Disorder 124 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Metabolic Imbalance,Common,Specialist Referral
Primary Neurological Disorder 125,Primary Neurological Disorder 125 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Neurological Complications,Uncommon,Medication
Secondary Neurological Disorder 126,Secondary Neurological Disorder 126 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Organ Dysfunction,Rare,Lifestyle
Progressive Neurological Disorder 127,Progressive Neurological Disorder 127 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Secondary Infection,Common,Diagnostics
Congenital Neurological Disorder 128,Congenital Neurological Disorder 128 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Inflammation Complications,Uncommon,Specialist Referral
Inflammatory Neurological Disorder 129,Inflammatory Neurological Disorder 129 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Metabolic Imbalance,Rare,Medication
Metabolic Neurological Disorder 130,Metabolic Neurological Disorder 130 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Neurological Complications,Common,Lifestyle
Acute Renal Disorder 131,Acute Renal Disorder 131 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,Uncommon,Diagnostics
Chronic Renal Disorder 132,Chronic Renal Disorder 132 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Secondary Infection,Rare,Specialist Referral
Autoimmune Renal Disorder 133,Autoimmune Renal Disorder 133 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Inflammation Complications,Common,Medication
Idiopathic Renal Disorder 134,Idiopathic Renal Disorder 134 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Metabolic Imbalance,Uncommon,Lifestyle
Primary Renal Disorder 135,Primary Renal Disorder 135 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Neurological Complications,Rare,Diagnostics
Secondary Renal Disorder 136,Secondary Renal Disorder 136 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Organ Dysfunction,Common,Specialist Referral
Progressive Renal Disorder 137,Progressive Renal Disorder 137 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Secondary Infection,Uncommon,Medication
Congenital Renal Disorder 138,Congenital Renal Disorder 138 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Inflammation Complications,Rare,Lifestyle
Inflammatory Renal Disorder 139,Inflammatory Renal Disorder 139 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,Common,Diagnostics
Metabolic Renal Disorder 140,Metabolic Renal Disorder 140 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Neurological Complications,Uncommon,Specialist Referral
Acute Hepatic Disorder 141,Acute Hepatic Disorder 141 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Organ Dysfunction,Rare,Medication
Chronic Hepatic Disorder 142,Chronic Hepatic Disorder 142 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Secondary Infection,Common,Lifestyle
Autoimmune Hepatic Disorder 143,Autoimmune Hepatic Disorder 143 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Inflammation Complications,Uncommon,Diagnostics
Idiopathic Hepatic Disorder 144,Idiopathic Hepatic Disorder 144 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Metabolic Imbalance,Rare,Specialist Referral
Primary Hepatic Disorder 145,Primary Hepatic Disorder 145 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Neurological Complications,Common,Medication
Secondary Hepatic Disorder 146,Secondary Hepatic Disorder 146 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Organ Dysfunction,Uncommon,Lifestyle
Progressive Hepatic Disorder 147,Progressive Hepatic Disorder 147 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Secondary Infection,Rare,Diagnostics
Congenital Hepatic Disorder 148,Congenital Hepatic Disorder 148 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Inflammation Complications,Common,Specialist Referral
Inflammatory Hepatic Disorder 149,Inflammatory Hepatic Disorder 149 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Metabolic Imbalance,Uncommon,Medication
Metabolic Hepatic Disorder 150,Metabolic Hepatic Disorder 150 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Neurological Complications,Rare,Lifestyle
Acute Endocrine Disorder 151,Acute Endocrine Disorder 151 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,Common,Diagnostics
Chronic Endocrine Disorder 152,Chronic Endocrine Disorder 152 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Secondary Infection,Uncommon,Specialist Referral
Autoimmune Endocrine Disorder 153,Autoimmune Endocrine Disorder 153 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Inflammation Complications,Rare,Medication
Idiopathic Endocrine Disorder 154,Idiopathic Endocrine Disorder 154 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Metabolic Imbalance,Common,Lifestyle
Primary Endocrine Disorder 155,Primary Endocrine Disorder 155 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Neurological Complications,Uncommon,Diagnostics
Secondary Endocrine Disorder 156,Secondary Endocrine Disorder 156 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Organ Dysfunction,Rare,Specialist Referral
Progressive Endocrine Disorder 157,Progressive Endocrine Disorder 157 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Secondary Infection,Common,Medication
Congenital Endocrine Disorder 158,Congenital Endocrine Disorder 158 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Inflammation Complications,Uncommon,Lifestyle
Inflammatory Endocrine Disorder 159,Inflammatory Endocrine Disorder 159 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,Rare,Diagnostics
Metabolic Endocrine Disorder 160,Metabolic Endocrine Disorder 160 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Neurological Complications,Common,Specialist Referral
Acute Gastro Disorder 161,Acute Gastro Disorder 161 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Organ Dysfunction,Uncommon,Medication
Chronic Gastro Disorder 162,Chronic Gastro Disorder 162 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Secondary Infection,Rare,Lifestyle
Autoimmune Gastro Disorder 163,Autoimmune Gastro Disorder 163 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Inflammation Complications,Common,Diagnostics
Idiopathic Gastro Disorder 164,Idiopathic Gastro Disorder 164 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Metabolic Imbalance,Uncommon,Specialist Referral
Primary Gastro Disorder 165,Primary Gastro Disorder 165 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Neurological Complications,Rare,Medication
Secondary Gastro Disorder 166,Secondary Gastro Disorder 166 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Organ Dysfunction,Common,Lifestyle
Progressive Gastro Disorder 167,Progressive Gastro Disorder 167 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Secondary Infection,Uncommon,Diagnostics
Congenital Gastro Disorder 168,Congenital Gastro Disorder 168 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Inflammation Complications,Rare,Specialist Referral
Inflammatory Gastro Disorder 169,Inflammatory Gastro Disorder 169 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Metabolic Imbalance,Common,Medication
Metabolic Gastro Disorder 170,Metabolic Gastro Disorder 170 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Neurological Complications,Uncommon,Lifestyle
