disease,description,cause,category,severity,disease_progression,common_complications,prevalence,primary_management
Congenital Renal Disorder 138,Congenital Renal Disorder 138 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Inflammation Complications,1,1
Inflammatory Renal Disorder 139,Inflammatory Renal Disorder 139 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,0,0
Metabolic Renal Disorder 140,Metabolic Renal Disorder 140 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Neurological Complications,2,3
Acute Hepatic Disorder 141,Acute Hepatic Disorder 141 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Organ Dysfunction,1,2
Chronic Hepatic Disorder 142,Chronic Hepatic Disorder 142 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Secondary Infection,0,1
Autoimmune Hepatic Disorder 143,Autoimmune Hepatic Disorder 143 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,2,0
Idiopathic Hepatic Disorder 144,Idiopathic Hepatic Disorder 144 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Metabolic Imbalance,1,3
Primary Hepatic Disorder 145,Primary Hepatic Disorder 145 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Neurological Complications,0,2
Secondary Hepatic Disorder 146,Secondary Hepatic Disorder 146 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Organ Dysfunction,2,1
Progressive Hepatic Disorder 147,Progressive Hepatic Disorder 147 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,1,0
Congenital Hepatic Disorder 148,Congenital Hepatic Disorder 148 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Inflammation Complications,0,3
Inflammatory Hepatic Disorder 149,Inflammatory Hepatic Disorder 149 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Metabolic Imbalance,2,2
Metabolic Hepatic Disorder 150,Metabolic Hepatic Disorder 150 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Neurological Complications,1,1
Acute Endocrine Disorder 151,Acute Endocrine Disorder 151 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,0,0
Chronic Endocrine Disorder 152,Chronic Endocrine Disorder 152 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Secondary Infection,2,3
Autoimmune Endocrine Disorder 153,Autoimmune Endocrine Disorder 153 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Inflammation Complications,1,2
Idiopathic Endocrine Disorder 154,Idiopathic Endocrine Disorder 154 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,0,1
Primary Endocrine Disorder 155,Primary Endocrine Disorder 155 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,2,0
Secondary Endocrine Disorder 156,Secondary Endocrine Disorder 156 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Organ Dysfunction,1,3
Progressive Endocrine Disorder 157,Progressive Endocrine Disorder 157 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Secondary Infection,0,2
Congenital Endocrine Disorder 158,Congenital Endocrine Disorder 158 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Inflammation Complications,2,1
Inflammatory Endocrine Disorder 159,Inflammatory Endocrine Disorder 159 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,1,0
Metabolic Endocrine Disorder 160,Metabolic Endocrine Disorder 160 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Neurological Complications,0,3
Acute Gastro Disorder 161,Acute Gastro Disorder 161 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Organ Dysfunction,2,2
Chronic Gastro Disorder 162,Chronic Gastro Disorder 162 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Secondary Infection,1,1
Autoimmune Gastro Disorder 163,Autoimmune Gastro Disorder 163 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,0,0
Idiopathic Gastro Disorder 164,Idiopathic Gastro Disorder 164 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Metabolic Imbalance,2,3
Primary Gastro Disorder 165,Primary Gastro Disorder 165 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Neurological Complications,1,2
Secondary Gastro Disorder 166,Secondary Gastro Disorder 166 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Organ Dysfunction,0,1
Progressive Gastro Disorder 167,Progressive Gastro Disorder 167 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,2,0
Congenital Gastro Disorder 168,Congenital Gastro Disorder 168 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Inflammation Complications,1,3
Inflammatory Gastro Disorder 169,Inflammatory Gastro Disorder 169 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Metabolic Imbalance,0,2
Metabolic Gastro Disorder 170,Metabolic Gastro Disorder 170 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Neurological Complications,2,1
Acute Dermatologic Disorder 171,Acute Dermatologic Disorder 171 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,1,0
Chronic Dermatologic Disorder 172,Chronic Dermatologic Disorder 172 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Secondary Infection,0,3
Autoimmune Dermatologic Disorder 173,Autoimmune Dermatologic Disorder 173 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Inflammation Complications,2,2
Idiopathic Dermatologic Disorder 174,Idiopathic Dermatologic Disorder 174 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,1,1
Primary Dermatologic Disorder 175,Primary Dermatologic Disorder 175 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,0,0
Secondary Dermatologic Disorder 176,Secondary Dermatologic Disorder 176 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Organ Dysfunction,2,3
Progressive Dermatologic Disorder 177,Progressive Dermatologic Disorder 177 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Secondary Infection,1,2
Congenital Dermatologic Disorder 178,Congenital Dermatologic Disorder 178 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Inflammation Complications,0,1
Inflammatory Dermatologic Disorder 179,Inflammatory Dermatologic Disorder 179 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,2,0
Metabolic Dermatologic Disorder 180,Metabolic Dermatologic Disorder 180 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Neurological Complications,1,3
Acute Hematologic Disorder 181,Acute Hematologic Disorder 181 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Organ Dysfunction,0,2
Chronic Hematologic Disorder 182,Chronic Hematologic Disorder 182 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Secondary Infection,2,1
Autoimmune Hematologic Disorder 183,Autoimmune Hematologic Disorder 183 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,1,0
Idiopathic Hematologic Disorder 184,Idiopathic Hematologic Disorder 184 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Metabolic Imbalance,0,3
Primary Hematologic Disorder 185,Primary Hematologic Disorder 185 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Neurological Complications,2,2
Secondary Hematologic Disorder 186,Secondary Hematologic Disorder 186 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Organ Dysfunction,1,1
Progressive Hematologic Disorder 187,Progressive Hematologic Disorder 187 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,0,0
Congenital Hematologic Disorder 188,Congenital Hematologic Disorder 188 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Inflammation Complications,2,3
Inflammatory Hematologic Disorder 189,Inflammatory Hematologic Disorder 189 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Metabolic Imbalance,1,2
Metabolic Hematologic Disorder 190,Metabolic Hematologic Disorder 190 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Neurological Complications,0,1
Acute Musculoskeletal Disorder 191,Acute Musculoskeletal Disorder 191 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,2,0
Chronic Musculoskeletal Disorder 192,Chronic Musculoskeletal Disorder 192 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Secondary Infection,1,3
Autoimmune Musculoskeletal Disorder 193,Autoimmune Musculoskeletal Disorder 193 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Inflammation Complications,0,2
Idiopathic Musculoskeletal Disorder 194,Idiopathic Musculoskeletal Disorder 194 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,2,1
Primary Musculoskeletal Disorder 195,Primary Musculoskeletal Disorder 195 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,1,0
Secondary Musculoskeletal Disorder 196,Secondary Musculoskeletal Disorder 196 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Organ Dysfunction,0,3
Progressive Musculoskeletal Disorder 197,Progressive Musculoskeletal Disorder 197 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Secondary Infection,2,2
