drug,disease,dosage,side_effects,contraindications,drug_category,general_precaution,administration_route,population_group,risk_level,disclaimer,temporal_severity_score
469,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
368,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
70,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
21,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
266,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
109,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
307,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
158,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
207,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
409,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
459,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
358,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
60,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
11,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
256,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
104,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
302,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
153,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
202,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
404,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
454,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
353,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
55,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
6,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
251,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
143,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
341,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
192,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
241,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
443,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
493,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
392,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
94,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
45,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
290,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
134,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
332,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
183,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
232,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
434,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
484,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
383,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
85,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
36,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
281,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
129,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
327,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
178,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
227,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
429,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
479,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
378,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
80,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
31,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
276,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
114,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
312,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
163,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
212,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
414,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
464,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
363,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
65,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
16,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
261,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
124,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
322,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
173,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
222,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
424,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
474,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
373,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
75,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
26,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
271,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
139,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
337,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
188,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
237,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
439,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
489,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
388,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
90,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
41,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
286,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
149,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
347,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
198,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
247,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
449,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
499,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
398,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
100,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
51,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
296,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
120,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
318,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
169,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
218,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
420,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
470,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
369,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
71,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
22,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
267,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
110,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
308,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
159,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
208,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
410,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
460,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
359,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
61,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
12,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
257,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
105,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
303,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
154,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
203,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
405,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
455,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
354,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
56,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
7,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
252,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
144,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
342,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
193,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
242,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
444,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
494,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
393,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
95,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
46,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
291,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
135,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
333,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
184,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
233,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
435,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
485,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
384,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
86,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
37,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
282,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
130,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
328,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
179,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
228,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
430,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
480,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
379,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
81,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
32,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
277,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
115,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
313,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
164,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
213,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
415,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
465,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
364,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
66,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
17,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
262,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
125,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
323,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
174,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
223,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
425,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
475,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
374,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
76,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
27,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
272,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
