symptom,follow_up_question,question_type,expected_values,priority,clinical_category,emergency_flag
Hearing Loss,"Mild, Moderate Or Severe?",8,2,3,3,0
Hearing Loss,How Frequently Does It Occur?,3,4,1,6,1
Hearing Loss,When Did It Start Worsening?,7,3,2,1,0
Hearing Loss,Any Associated Symptoms Present?,0,5,3,2,1
Hearing Loss,Triggered By Activity?,9,5,1,4,0
Hearing Loss,Localized Or Widespread?,5,1,2,8,1
Hearing Loss,Constant Or Intermittent?,6,0,3,0,0
Hearing Loss,Does It Affect Daily Activities?,4,5,1,7,1
Hearing Loss,Any Emergency Warning Signs?,2,5,2,5,0
Neck Pain,Since How Many Days?,1,3,3,3,1
Neck Pain,"Mild, Moderate Or Severe?",8,2,1,6,0
Neck Pain,How Frequently Does It Occur?,3,4,2,1,1
Neck Pain,When Did It Start Worsening?,7,3,3,2,0
Neck Pain,Any Associated Symptoms Present?,0,5,1,4,1
Neck Pain,Triggered By Activity?,9,5,2,8,0
Neck Pain,Localized Or Widespread?,5,1,3,0,1
Neck Pain,Constant Or Intermittent?,6,0,1,7,0
Neck Pain,Does It Affect Daily Activities?,4,5,2,5,1
Neck Pain,Any Emergency Warning Signs?,2,5,3,3,0
Pelvic Pain,Since How Many Days?,1,3,1,6,1
Pelvic Pain,"Mild, Moderate Or Severe?",8,2,2,1,0
Pelvic Pain,How Frequently Does It Occur?,3,4,3,2,1
Pelvic Pain,When Did It Start Worsening?,7,3,1,4,0
Pelvic Pain,Any Associated Symptoms Present?,0,5,2,8,1
Pelvic Pain,Triggered By Activity?,9,5,3,0,0
Pelvic Pain,Localized Or Widespread?,5,1,1,7,1
Pelvic Pain,Constant Or Intermittent?,6,0,2,5,0
Pelvic Pain,Does It Affect Daily Activities?,4,5,3,3,1
Pelvic Pain,Any Emergency Warning Signs?,2,5,1,6,0
Menstrual Irregularity,Since How Many Days?,1,3,2,1,1
Menstrual Irregularity,"Mild, Moderate Or Severe?",8,2,3,2,0
Menstrual Irregularity,How Frequently Does It Occur?,3,4,1,4,1
Menstrual Irregularity,When Did It Start Worsening?,7,3,2,8,0
Menstrual Irregularity,Any Associated Symptoms Present?,0,5,3,0,1
Menstrual Irregularity,Triggered By Activity?,9,5,1,7,0
Menstrual Irregularity,Localized Or Widespread?,5,1,2,5,1
Menstrual Irregularity,Constant Or Intermittent?,6,0,3,3,0
Menstrual Irregularity,Does It Affect Daily Activities?,4,5,1,6,1
Menstrual Irregularity,Any Emergency Warning Signs?,2,5,2,1,0
Burning Urination,Since How Many Days?,1,3,3,2,1
Burning Urination,"Mild, Moderate Or Severe?",8,2,1,4,0
Burning Urination,How Frequently Does It Occur?,3,4,2,8,1
Burning Urination,When Did It Start Worsening?,7,3,3,0,0
Burning Urination,Any Associated Symptoms Present?,0,5,1,7,1
Burning Urination,Triggered By Activity?,9,5,2,5,0
Burning Urination,Localized Or Widespread?,5,1,3,3,1
Burning Urination,Constant Or Intermittent?,6,0,1,6,0
Burning Urination,Does It Affect Daily Activities?,4,5,2,1,1
Burning Urination,Any Emergency Warning Signs?,2,5,3,2,0
Blood In Urine,Since How Many Days?,1,3,1,4,1
Blood In Urine,"Mild, Moderate Or Severe?",8,2,2,8,0
Blood In Urine,How Frequently Does It Occur?,3,4,3,0,1
Blood In Urine,When Did It Start Worsening?,7,3,1,7,0
Blood In Urine,Any Associated Symptoms Present?,0,5,2,5,1
Blood In Urine,Triggered By Activity?,9,5,3,3,0
Blood In Urine,Localized Or Widespread?,5,1,1,6,1
Blood In Urine,Constant Or Intermittent?,6,0,2,1,0
Blood In Urine,Does It Affect Daily Activities?,4,5,3,2,1
Blood In Urine,Any Emergency Warning Signs?,2,5,1,4,0
Swollen Lymph Nodes,Since How Many Days?,1,3,2,8,1
Swollen Lymph Nodes,"Mild, Moderate Or Severe?",8,2,3,0,0
Swollen Lymph Nodes,How Frequently Does It Occur?,3,4,1,7,1
Swollen Lymph Nodes,When Did It Start Worsening?,7,3,2,5,0
Swollen Lymph Nodes,Any Associated Symptoms Present?,0,5,3,3,1
Swollen Lymph Nodes,Triggered By Activity?,9,5,1,6,0
Swollen Lymph Nodes,Localized Or Widespread?,5,1,2,1,1
Swollen Lymph Nodes,Constant Or Intermittent?,6,0,3,2,0
Swollen Lymph Nodes,Does It Affect Daily Activities?,4,5,1,4,1
Swollen Lymph Nodes,Any Emergency Warning Signs?,2,5,2,8,0
Dry Mouth,Since How Many Days?,1,3,3,0,1
Dry Mouth,"Mild, Moderate Or Severe?",8,2,1,7,0
Dry Mouth,How Frequently Does It Occur?,3,4,2,5,1
Dry Mouth,When Did It Start Worsening?,7,3,3,3,0
Dry Mouth,Any Associated Symptoms Present?,0,5,1,6,1
Dry Mouth,Triggered By Activity?,9,5,2,1,0
Dry Mouth,Localized Or Widespread?,5,1,3,2,1
Dry Mouth,Constant Or Intermittent?,6,0,1,4,0
Dry Mouth,Does It Affect Daily Activities?,4,5,2,8,1
Dry Mouth,Any Emergency Warning Signs?,2,5,3,0,0
Mouth Ulcers,Since How Many Days?,1,3,1,7,1
Mouth Ulcers,"Mild, Moderate Or Severe?",8,2,2,5,0
Mouth Ulcers,How Frequently Does It Occur?,3,4,3,3,1
Mouth Ulcers,When Did It Start Worsening?,7,3,1,6,0
Mouth Ulcers,Any Associated Symptoms Present?,0,5,2,1,1
Mouth Ulcers,Triggered By Activity?,9,5,3,2,0
Mouth Ulcers,Localized Or Widespread?,5,1,1,4,1
Mouth Ulcers,Constant Or Intermittent?,6,0,2,8,0
Mouth Ulcers,Does It Affect Daily Activities?,4,5,3,0,1
Mouth Ulcers,Any Emergency Warning Signs?,2,5,1,7,0
Difficulty Swallowing,Since How Many Days?,1,3,2,5,1
Difficulty Swallowing,"Mild, Moderate Or Severe?",8,2,3,3,0
Difficulty Swallowing,How Frequently Does It Occur?,3,4,1,6,1
Difficulty Swallowing,When Did It Start Worsening?,7,3,2,1,0
Difficulty Swallowing,Any Associated Symptoms Present?,0,5,3,2,1
Difficulty Swallowing,Triggered By Activity?,9,5,1,4,0
Difficulty Swallowing,Localized Or Widespread?,5,1,2,8,1
Difficulty Swallowing,Constant Or Intermittent?,6,0,3,0,0
Difficulty Swallowing,Does It Affect Daily Activities?,4,5,1,7,1
Difficulty Swallowing,Any Emergency Warning Signs?,2,5,2,5,0
Cyanosis,Since How Many Days?,1,3,3,3,1
Cyanosis,"Mild, Moderate Or Severe?",8,2,1,6,0
Cyanosis,How Frequently Does It Occur?,3,4,2,1,1
Cyanosis,When Did It Start Worsening?,7,3,3,2,0
Cyanosis,Any Associated Symptoms Present?,0,5,1,4,1
Cyanosis,Triggered By Activity?,9,5,2,8,0
Cyanosis,Localized Or Widespread?,5,1,3,0,1
Cyanosis,Constant Or Intermittent?,6,0,1,7,0
Cyanosis,Does It Affect Daily Activities?,4,5,2,5,1
Cyanosis,Any Emergency Warning Signs?,2,5,3,3,0
Severe Bleeding,Since How Many Days?,1,3,1,6,1
Severe Bleeding,"Mild, Moderate Or Severe?",8,2,2,1,0
Severe Bleeding,How Frequently Does It Occur?,3,4,3,2,1
Severe Bleeding,When Did It Start Worsening?,7,3,1,4,0
Severe Bleeding,Any Associated Symptoms Present?,0,5,2,8,1
Severe Bleeding,Triggered By Activity?,9,5,3,0,0
Severe Bleeding,Localized Or Widespread?,5,1,1,7,1
Severe Bleeding,Constant Or Intermittent?,6,0,2,5,0
Severe Bleeding,Does It Affect Daily Activities?,4,5,3,3,1
Severe Bleeding,Any Emergency Warning Signs?,2,5,1,6,0
Fever,Since How Many Days (Variant 601)?,1,3,2,8,1
Fever,"Mild, Moderate Or Severe (Variant 602)?",8,2,3,0,0
Fever,How Frequently Does It Occur (Variant 603)?,3,4,1,7,1
Fever,When Did It Start Worsening (Variant 604)?,7,3,2,5,0
Fever,Any Associated Symptoms Present (Variant 605)?,0,5,3,3,1
Fever,Triggered By Activity (Variant 606)?,9,5,1,6,0
Fever,Localized Or Widespread (Variant 607)?,5,1,2,1,1
Fever,Constant Or Intermittent (Variant 608)?,6,0,3,2,0
Fever,Does It Affect Daily Activities (Variant 609)?,4,5,1,4,1
Fever,Any Emergency Warning Signs (Variant 610)?,2,5,2,8,0
Cough,Since How Many Days (Variant 611)?,1,3,3,0,1
Cough,"Mild, Moderate Or Severe (Variant 612)?",8,2,1,7,0
Cough,How Frequently Does It Occur (Variant 613)?,3,4,2,5,1
Cough,When Did It Start Worsening (Variant 614)?,7,3,3,3,0
Cough,Any Associated Symptoms Present (Variant 615)?,0,5,1,6,1
Cough,Triggered By Activity (Variant 616)?,9,5,2,1,0
Cough,Localized Or Widespread (Variant 617)?,5,1,3,2,1
Cough,Constant Or Intermittent (Variant 618)?,6,0,1,4,0
Cough,Does It Affect Daily Activities (Variant 619)?,4,5,2,8,1
Cough,Any Emergency Warning Signs (Variant 620)?,2,5,3,0,0
Fatigue,Since How Many Days (Variant 621)?,1,3,1,7,1
Fatigue,"Mild, Moderate Or Severe (Variant 622)?",8,2,2,5,0
Fatigue,How Frequently Does It Occur (Variant 623)?,3,4,3,3,1
Fatigue,When Did It Start Worsening (Variant 624)?,7,3,1,6,0
Fatigue,Any Associated Symptoms Present (Variant 625)?,0,5,2,1,1
Fatigue,Triggered By Activity (Variant 626)?,9,5,3,2,0
Fatigue,Localized Or Widespread (Variant 627)?,5,1,1,4,1
Fatigue,Constant Or Intermittent (Variant 628)?,6,0,2,8,0
Fatigue,Does It Affect Daily Activities (Variant 629)?,4,5,3,0,1
Fatigue,Any Emergency Warning Signs (Variant 630)?,2,5,1,7,0
Breathlessness,Since How Many Days (Variant 631)?,1,3,2,5,1
Breathlessness,"Mild, Moderate Or Severe (Variant 632)?",8,2,3,3,0
Breathlessness,How Frequently Does It Occur (Variant 633)?,3,4,1,6,1
Breathlessness,When Did It Start Worsening (Variant 634)?,7,3,2,1,0
Breathlessness,Any Associated Symptoms Present (Variant 635)?,0,5,3,2,1
Breathlessness,Triggered By Activity (Variant 636)?,9,5,1,4,0
Breathlessness,Localized Or Widespread (Variant 637)?,5,1,2,8,1
Breathlessness,Constant Or Intermittent (Variant 638)?,6,0,3,0,0
Breathlessness,Does It Affect Daily Activities (Variant 639)?,4,5,1,7,1
Breathlessness,Any Emergency Warning Signs (Variant 640)?,2,5,2,5,0
Chest Pain,Since How Many Days (Variant 641)?,1,3,3,3,1
Chest Pain,"Mild, Moderate Or Severe (Variant 642)?",8,2,1,6,0
Chest Pain,How Frequently Does It Occur (Variant 643)?,3,4,2,1,1
Chest Pain,When Did It Start Worsening (Variant 644)?,7,3,3,2,0
Chest Pain,Any Associated Symptoms Present (Variant 645)?,0,5,1,4,1
Chest Pain,Triggered By Activity (Variant 646)?,9,5,2,8,0
Chest Pain,Localized Or Widespread (Variant 647)?,5,1,3,0,1
Chest Pain,Constant Or Intermittent (Variant 648)?,6,0,1,7,0
Chest Pain,Does It Affect Daily Activities (Variant 649)?,4,5,2,5,1
Chest Pain,Any Emergency Warning Signs (Variant 650)?,2,5,3,3,0
Headache,Since How Many Days (Variant 651)?,1,3,1,6,1
Headache,"Mild, Moderate Or Severe (Variant 652)?",8,2,2,1,0
Headache,How Frequently Does It Occur (Variant 653)?,3,4,3,2,1
Headache,When Did It Start Worsening (Variant 654)?,7,3,1,4,0
Headache,Any Associated Symptoms Present (Variant 655)?,0,5,2,8,1
Headache,Triggered By Activity (Variant 656)?,9,5,3,0,0
Headache,Localized Or Widespread (Variant 657)?,5,1,1,7,1
Headache,Constant Or Intermittent (Variant 658)?,6,0,2,5,0
Headache,Does It Affect Daily Activities (Variant 659)?,4,5,3,3,1
Headache,Any Emergency Warning Signs (Variant 660)?,2,5,1,6,0
Dizziness,Since How Many Days (Variant 661)?,1,3,2,1,1
Dizziness,"Mild, Moderate Or Severe (Variant 662)?",8,2,3,2,0
Dizziness,How Frequently Does It Occur (Variant 663)?,3,4,1,4,1
Dizziness,When Did It Start Worsening (Variant 664)?,7,3,2,8,0
Dizziness,Any Associated Symptoms Present (Variant 665)?,0,5,3,0,1
Dizziness,Triggered By Activity (Variant 666)?,9,5,1,7,0
Dizziness,Localized Or Widespread (Variant 667)?,5,1,2,5,1
Dizziness,Constant Or Intermittent (Variant 668)?,6,0,3,3,0
Dizziness,Does It Affect Daily Activities (Variant 669)?,4,5,1,6,1
Dizziness,Any Emergency Warning Signs (Variant 670)?,2,5,2,1,0
Nausea,Since How Many Days (Variant 671)?,1,3,3,2,1
Nausea,"Mild, Moderate Or Severe (Variant 672)?",8,2,1,4,0
Nausea,How Frequently Does It Occur (Variant 673)?,3,4,2,8,1
Nausea,When Did It Start Worsening (Variant 674)?,7,3,3,0,0
Nausea,Any Associated Symptoms Present (Variant 675)?,0,5,1,7,1
Nausea,Triggered By Activity (Variant 676)?,9,5,2,5,0
Nausea,Localized Or Widespread (Variant 677)?,5,1,3,3,1
Nausea,Constant Or Intermittent (Variant 678)?,6,0,1,6,0
Nausea,Does It Affect Daily Activities (Variant 679)?,4,5,2,1,1
Nausea,Any Emergency Warning Signs (Variant 680)?,2,5,3,2,0
Vomiting,Since How Many Days (Variant 681)?,1,3,1,4,1
Vomiting,"Mild, Moderate Or Severe (Variant 682)?",8,2,2,8,0
Vomiting,How Frequently Does It Occur (Variant 683)?,3,4,3,0,1
Vomiting,When Did It Start Worsening (Variant 684)?,7,3,1,7,0
Vomiting,Any Associated Symptoms Present (Variant 685)?,0,5,2,5,1
Vomiting,Triggered By Activity (Variant 686)?,9,5,3,3,0
Vomiting,Localized Or Widespread (Variant 687)?,5,1,1,6,1
Vomiting,Constant Or Intermittent (Variant 688)?,6,0,2,1,0
Vomiting,Does It Affect Daily Activities (Variant 689)?,4,5,3,2,1
Vomiting,Any Emergency Warning Signs (Variant 690)?,2,5,1,4,0
Diarrhea,Since How Many Days (Variant 691)?,1,3,2,8,1
Diarrhea,"Mild, Moderate Or Severe (Variant 692)?",8,2,3,0,0
Diarrhea,How Frequently Does It Occur (Variant 693)?,3,4,1,7,1
Diarrhea,When Did It Start Worsening (Variant 694)?,7,3,2,5,0
Diarrhea,Any Associated Symptoms Present (Variant 695)?,0,5,3,3,1
Diarrhea,Triggered By Activity (Variant 696)?,9,5,1,6,0
Diarrhea,Localized Or Widespread (Variant 697)?,5,1,2,1,1
Diarrhea,Constant Or Intermittent (Variant 698)?,6,0,3,2,0
Diarrhea,Does It Affect Daily Activities (Variant 699)?,4,5,1,4,1
Diarrhea,Any Emergency Warning Signs (Variant 700)?,2,5,2,8,0
Constipation,Since How Many Days (Variant 701)?,1,3,3,0,1
Constipation,"Mild, Moderate Or Severe (Variant 702)?",8,2,1,7,0
Constipation,How Frequently Does It Occur (Variant 703)?,3,4,2,5,1
Constipation,When Did It Start Worsening (Variant 704)?,7,3,3,3,0
Constipation,Any Associated Symptoms Present (Variant 705)?,0,5,1,6,1
Constipation,Triggered By Activity (Variant 706)?,9,5,2,1,0
Constipation,Localized Or Widespread (Variant 707)?,5,1,3,2,1
Constipation,Constant Or Intermittent (Variant 708)?,6,0,1,4,0
Constipation,Does It Affect Daily Activities (Variant 709)?,4,5,2,8,1
Constipation,Any Emergency Warning Signs (Variant 710)?,2,5,3,0,0
Abdominal Pain,Since How Many Days (Variant 711)?,1,3,1,7,1
Abdominal Pain,"Mild, Moderate Or Severe (Variant 712)?",8,2,2,5,0
Abdominal Pain,How Frequently Does It Occur (Variant 713)?,3,4,3,3,1
Abdominal Pain,When Did It Start Worsening (Variant 714)?,7,3,1,6,0
Abdominal Pain,Any Associated Symptoms Present (Variant 715)?,0,5,2,1,1
Abdominal Pain,Triggered By Activity (Variant 716)?,9,5,3,2,0
Abdominal Pain,Localized Or Widespread (Variant 717)?,5,1,1,4,1
Abdominal Pain,Constant Or Intermittent (Variant 718)?,6,0,2,8,0
Abdominal Pain,Does It Affect Daily Activities (Variant 719)?,4,5,3,0,1
Abdominal Pain,Any Emergency Warning Signs (Variant 720)?,2,5,1,7,0
Back Pain,Since How Many Days (Variant 721)?,1,3,2,5,1
Back Pain,"Mild, Moderate Or Severe (Variant 722)?",8,2,3,3,0
Back Pain,How Frequently Does It Occur (Variant 723)?,3,4,1,6,1
Back Pain,When Did It Start Worsening (Variant 724)?,7,3,2,1,0
Back Pain,Any Associated Symptoms Present (Variant 725)?,0,5,3,2,1
Back Pain,Triggered By Activity (Variant 726)?,9,5,1,4,0
Back Pain,Localized Or Widespread (Variant 727)?,5,1,2,8,1
Back Pain,Constant Or Intermittent (Variant 728)?,6,0,3,0,0
Back Pain,Does It Affect Daily Activities (Variant 729)?,4,5,1,7,1
Back Pain,Any Emergency Warning Signs (Variant 730)?,2,5,2,5,0
Joint Pain,Since How Many Days (Variant 731)?,1,3,3,3,1
Joint Pain,"Mild, Moderate Or Severe (Variant 732)?",8,2,1,6,0
Joint Pain,How Frequently Does It Occur (Variant 733)?,3,4,2,1,1
Joint Pain,When Did It Start Worsening (Variant 734)?,7,3,3,2,0
Joint Pain,Any Associated Symptoms Present (Variant 735)?,0,5,1,4,1
Joint Pain,Triggered By Activity (Variant 736)?,9,5,2,8,0
Joint Pain,Localized Or Widespread (Variant 737)?,5,1,3,0,1
Joint Pain,Constant Or Intermittent (Variant 738)?,6,0,1,7,0
Joint Pain,Does It Affect Daily Activities (Variant 739)?,4,5,2,5,1
Joint Pain,Any Emergency Warning Signs (Variant 740)?,2,5,3,3,0
Muscle Pain,Since How Many Days (Variant 741)?,1,3,1,6,1
Muscle Pain,"Mild, Moderate Or Severe (Variant 742)?",8,2,2,1,0
Muscle Pain,How Frequently Does It Occur (Variant 743)?,3,4,3,2,1
Muscle Pain,When Did It Start Worsening (Variant 744)?,7,3,1,4,0
Muscle Pain,Any Associated Symptoms Present (Variant 745)?,0,5,2,8,1
Muscle Pain,Triggered By Activity (Variant 746)?,9,5,3,0,0
Muscle Pain,Localized Or Widespread (Variant 747)?,5,1,1,7,1
Muscle Pain,Constant Or Intermittent (Variant 748)?,6,0,2,5,0
Muscle Pain,Does It Affect Daily Activities (Variant 749)?,4,5,3,3,1
Muscle Pain,Any Emergency Warning Signs (Variant 750)?,2,5,1,6,0
Palpitations,Since How Many Days (Variant 751)?,1,3,2,1,1
Palpitations,"Mild, Moderate Or Severe (Variant 752)?",8,2,3,2,0
Palpitations,How Frequently Does It Occur (Variant 753)?,3,4,1,4,1
Palpitations,When Did It Start Worsening (Variant 754)?,7,3,2,8,0
Palpitations,Any Associated Symptoms Present (Variant 755)?,0,5,3,0,1
Palpitations,Triggered By Activity (Variant 756)?,9,5,1,7,0
Palpitations,Localized Or Widespread (Variant 757)?,5,1,2,5,1
Palpitations,Constant Or Intermittent (Variant 758)?,6,0,3,3,0
Palpitations,Does It Affect Daily Activities (Variant 759)?,4,5,1,6,1
Palpitations,Any Emergency Warning Signs (Variant 760)?,2,5,2,1,0
Leg Swelling,Since How Many Days (Variant 761)?,1,3,3,2,1
Leg Swelling,"Mild, Moderate Or Severe (Variant 762)?",8,2,1,4,0
Leg Swelling,How Frequently Does It Occur (Variant 763)?,3,4,2,8,1
Leg Swelling,When Did It Start Worsening (Variant 764)?,7,3,3,0,0
Leg Swelling,Any Associated Symptoms Present (Variant 765)?,0,5,1,7,1
Leg Swelling,Triggered By Activity (Variant 766)?,9,5,2,5,0
Leg Swelling,Localized Or Widespread (Variant 767)?,5,1,3,3,1
Leg Swelling,Constant Or Intermittent (Variant 768)?,6,0,1,6,0
Leg Swelling,Does It Affect Daily Activities (Variant 769)?,4,5,2,1,1
Leg Swelling,Any Emergency Warning Signs (Variant 770)?,2,5,3,2,0
Syncope,Since How Many Days (Variant 771)?,1,3,1,4,1
Syncope,"Mild, Moderate Or Severe (Variant 772)?",8,2,2,8,0
Syncope,How Frequently Does It Occur (Variant 773)?,3,4,3,0,1
Syncope,When Did It Start Worsening (Variant 774)?,7,3,1,7,0
Syncope,Any Associated Symptoms Present (Variant 775)?,0,5,2,5,1
Syncope,Triggered By Activity (Variant 776)?,9,5,3,3,0
Syncope,Localized Or Widespread (Variant 777)?,5,1,1,6,1
Syncope,Constant Or Intermittent (Variant 778)?,6,0,2,1,0
Syncope,Does It Affect Daily Activities (Variant 779)?,4,5,3,2,1
Syncope,Any Emergency Warning Signs (Variant 780)?,2,5,1,4,0
Wheezing,Since How Many Days (Variant 781)?,1,3,2,8,1
Wheezing,"Mild, Moderate Or Severe (Variant 782)?",8,2,3,0,0
Wheezing,How Frequently Does It Occur (Variant 783)?,3,4,1,7,1
Wheezing,When Did It Start Worsening (Variant 784)?,7,3,2,5,0
Wheezing,Any Associated Symptoms Present (Variant 785)?,0,5,3,3,1
Wheezing,Triggered By Activity (Variant 786)?,9,5,1,6,0
Wheezing,Localized Or Widespread (Variant 787)?,5,1,2,1,1
Wheezing,Constant Or Intermittent (Variant 788)?,6,0,3,2,0
Wheezing,Does It Affect Daily Activities (Variant 789)?,4,5,1,4,1
Wheezing,Any Emergency Warning Signs (Variant 790)?,2,5,2,8,0
Sore Throat,Since How Many Days (Variant 791)?,1,3,3,0,1
Sore Throat,"Mild, Moderate Or Severe (Variant 792)?",8,2,1,7,0
Sore Throat,How Frequently Does It Occur (Variant 793)?,3,4,2,5,1
Sore Throat,When Did It Start Worsening (Variant 794)?,7,3,3,3,0
Sore Throat,Any Associated Symptoms Present (Variant 795)?,0,5,1,6,1
Sore Throat,Triggered By Activity (Variant 796)?,9,5,2,1,0
Sore Throat,Localized Or Widespread (Variant 797)?,5,1,3,2,1
Sore Throat,Constant Or Intermittent (Variant 798)?,6,0,1,4,0
Sore Throat,Does It Affect Daily Activities (Variant 799)?,4,5,2,8,1
Sore Throat,Any Emergency Warning Signs (Variant 800)?,2,5,3,0,0
Runny Nose,Since How Many Days (Variant 801)?,1,3,1,7,1
Runny Nose,"Mild, Moderate Or Severe (Variant 802)?",8,2,2,5,0
Runny Nose,How Frequently Does It Occur (Variant 803)?,3,4,3,3,1
Runny Nose,When Did It Start Worsening (Variant 804)?,7,3,1,6,0
Runny Nose,Any Associated Symptoms Present (Variant 805)?,0,5,2,1,1
Runny Nose,Triggered By Activity (Variant 806)?,9,5,3,2,0
Runny Nose,Localized Or Widespread (Variant 807)?,5,1,1,4,1
Runny Nose,Constant Or Intermittent (Variant 808)?,6,0,2,8,0
Runny Nose,Does It Affect Daily Activities (Variant 809)?,4,5,3,0,1
Runny Nose,Any Emergency Warning Signs (Variant 810)?,2,5,1,7,0
Nasal Congestion,Since How Many Days (Variant 811)?,1,3,2,5,1
Nasal Congestion,"Mild, Moderate Or Severe (Variant 812)?",8,2,3,3,0
Nasal Congestion,How Frequently Does It Occur (Variant 813)?,3,4,1,6,1
Nasal Congestion,When Did It Start Worsening (Variant 814)?,7,3,2,1,0
Nasal Congestion,Any Associated Symptoms Present (Variant 815)?,0,5,3,2,1
Nasal Congestion,Triggered By Activity (Variant 816)?,9,5,1,4,0
Nasal Congestion,Localized Or Widespread (Variant 817)?,5,1,2,8,1
Nasal Congestion,Constant Or Intermittent (Variant 818)?,6,0,3,0,0
Nasal Congestion,Does It Affect Daily Activities (Variant 819)?,4,5,1,7,1
Nasal Congestion,Any Emergency Warning Signs (Variant 820)?,2,5,2,5,0
Chills,Since How Many Days (Variant 821)?,1,3,3,3,1
Chills,"Mild, Moderate Or Severe (Variant 822)?",8,2,1,6,0
Chills,How Frequently Does It Occur (Variant 823)?,3,4,2,1,1
Chills,When Did It Start Worsening (Variant 824)?,7,3,3,2,0
Chills,Any Associated Symptoms Present (Variant 825)?,0,5,1,4,1
Chills,Triggered By Activity (Variant 826)?,9,5,2,8,0
Chills,Localized Or Widespread (Variant 827)?,5,1,3,0,1
Chills,Constant Or Intermittent (Variant 828)?,6,0,1,7,0
Chills,Does It Affect Daily Activities (Variant 829)?,4,5,2,5,1
Chills,Any Emergency Warning Signs (Variant 830)?,2,5,3,3,0
Night Sweats,Since How Many Days (Variant 831)?,1,3,1,6,1
Night Sweats,"Mild, Moderate Or Severe (Variant 832)?",8,2,2,1,0
Night Sweats,How Frequently Does It Occur (Variant 833)?,3,4,3,2,1
Night Sweats,When Did It Start Worsening (Variant 834)?,7,3,1,4,0
Night Sweats,Any Associated Symptoms Present (Variant 835)?,0,5,2,8,1
Night Sweats,Triggered By Activity (Variant 836)?,9,5,3,0,0
Night Sweats,Localized Or Widespread (Variant 837)?,5,1,1,7,1
Night Sweats,Constant Or Intermittent (Variant 838)?,6,0,2,5,0
Night Sweats,Does It Affect Daily Activities (Variant 839)?,4,5,3,3,1
Night Sweats,Any Emergency Warning Signs (Variant 840)?,2,5,1,6,0
Weight Loss,Since How Many Days (Variant 841)?,1,3,2,1,1
Weight Loss,"Mild, Moderate Or Severe (Variant 842)?",8,2,3,2,0
Weight Loss,How Frequently Does It Occur (Variant 843)?,3,4,1,4,1
Weight Loss,When Did It Start Worsening (Variant 844)?,7,3,2,8,0
