disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_set,possible_diseases,differentiating_factor,symptom_count
Hepatitis C,11,47,33,25,36,20,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Varicose Veins, Common Cold",1,7
Hepatitis C,11,47,33,25,36,9,Chills +  Fatigue,"Pneumonia, Hypertension , Dimorphic Hemmorhoids(Piles)",6,7
Hepatitis C,11,47,33,25,36,9,Muscle Wasting +  High Fever,"Aids, Hepatitis C, Osteoarthristis",6,7
Hepatitis D,16,42,21,49,5,20,Stomach Pain +  Acidity,"Gerd, Dengue, Malaria",6,7
Hepatitis D,29,15,53,9,24,17,Stomach Pain +  Acidity,"Gerd, Aids, Fungal Infection",4,7
Hepatitis D,16,15,53,9,24,17,Fatigue +  Weight Loss,"Diabetes , Hepatitis B, Impetigo",3,7
Hepatitis D,16,42,53,9,24,17,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, (Vertigo) Paroymsal  Positional Vertigo",6,7
Hepatitis D,16,42,21,9,24,17,Continuous Sneezing +  Chills,"Common Cold, Drug Reaction, (Vertigo) Paroymsal  Positional Vertigo",2,7
Hepatitis D,16,42,21,49,24,17,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Hepatitis E, Gerd",5,7
Hepatitis D,16,42,21,49,5,17,Fatigue +  Anxiety,"Hypoglycemia, Hepatitis C, Cervical Spondylosis",6,7
Hepatitis D,16,42,21,49,5,20,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Aids, Paralysis (Brain Hemorrhage)",5,7
Hepatitis D,16,42,21,49,5,20,Itching +  Skin Rash,"Fungal Infection, Osteoarthristis, Typhoid",7,7
Hepatitis D,16,42,21,49,5,20,Fatigue +  Mood Swings,"Hyperthyroidism, Heart Attack, Jaundice",1,7
Hepatitis E,16,42,21,19,37,5,Itching +  Vomiting,"Jaundice, Chronic Cholestasis, Drug Reaction",1,7
Hepatitis E,16,42,21,19,37,5,Acidity +  Indigestion,"Migraine, Acne, Aids",6,7
Hepatitis E,16,42,21,19,37,5,Fatigue +  Cramps,"Varicose Veins, Drug Reaction, Diabetes",7,7
Hepatitis E,29,15,24,49,5,20,Continuous Sneezing +  Chills,"Common Cold, (Vertigo) Paroymsal  Positional Vertigo, Bronchial Asthma",6,7
Hepatitis E,16,15,24,49,5,20,Vomiting +  Sunken Eyes,"Gastroenteritis, Urinary Tract Infection, Pneumonia",1,7
Hepatitis E,16,42,24,49,5,20,Headache +  Chest Pain,"Hypertension , Aids, Osteoarthristis",8,7
Hepatitis E,16,42,21,49,5,20,Headache +  Dizziness,"Hypertension , Hepatitis E, Fungal Infection",5,7
Hepatitis E,16,42,21,19,5,20,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Chicken Pox, Arthritis",1,7
Hepatitis E,16,42,21,19,37,20,Chills +  Vomiting,"Tuberculosis, Acne, Alcoholic Hepatitis",1,7
Hepatitis E,16,42,21,19,37,5,Fatigue +  Weight Loss,"Diabetes , Urinary Tract Infection, Typhoid",6,7
Alcoholic Hepatitis,29,47,0,42,7,14,Skin Rash +  Joint Pain,"Psoriasis, Gerd, Typhoid",4,7
Alcoholic Hepatitis,29,47,0,42,7,14,Chills +  Fatigue,"Pneumonia, Typhoid, Jaundice",0,7
Alcoholic Hepatitis,33,0,47,12,14,11,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Hypoglycemia, Drug Reaction",5,7
Alcoholic Hepatitis,29,0,47,12,14,11,Muscle Wasting +  Patches In Throat,"Aids, Dimorphic Hemmorhoids(Piles), Dengue",0,7
Alcoholic Hepatitis,29,47,47,12,14,11,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Hepatitis A, Hepatitis C",6,7
Alcoholic Hepatitis,29,47,0,12,14,11,Stomach Pain +  Ulcers On Tongue,"Gerd, Arthritis, Alcoholic Hepatitis",4,7
Alcoholic Hepatitis,29,47,0,42,14,11,Itching +  Vomiting,"Jaundice, Varicose Veins, Arthritis",1,7
Alcoholic Hepatitis,29,47,0,42,7,11,Chills +  Vomiting,"Typhoid, Cervical Spondylosis, Impetigo",4,7
Alcoholic Hepatitis,29,47,0,42,7,14,Joint Pain +  Vomiting,"Hepatitis A, Tuberculosis, Jaundice",0,7
Alcoholic Hepatitis,29,47,0,42,7,14,Skin Rash +  Joint Pain,"Psoriasis, Common Cold, Osteoarthristis",4,7
Tuberculosis,6,42,21,46,4,13,Sunken Eyes +  Dehydration,"Gastroenteritis, Fungal Infection, Impetigo",4,7
Tuberculosis,6,42,21,46,4,13,Joint Pain +  Knee Pain,"Osteoarthristis, Alcoholic Hepatitis, Paralysis (Brain Hemorrhage)",8,7
Tuberculosis,29,15,52,8,13,2,Itching +  Skin Rash,"Chicken Pox, Hepatitis E",2,7
Tuberculosis,6,15,52,8,13,2,Skin Rash +  High Fever,"Impetigo, Acne, Varicose Veins",9,7
Tuberculosis,6,42,52,8,13,2,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Diabetes , Hepatitis E",9,7
Tuberculosis,6,42,21,8,13,2,Skin Rash +  Joint Pain,"Psoriasis, Dimorphic Hemmorhoids(Piles), Acne",0,7
Tuberculosis,6,42,21,46,13,2,Chills +  Vomiting,"Typhoid, Pneumonia, Hypothyroidism",5,7
Tuberculosis,6,42,21,46,4,2,Fatigue +  Cough,"Bronchial Asthma, Jaundice, Hepatitis A",3,7
Tuberculosis,6,42,21,46,4,13,Muscle Wasting +  Patches In Throat,"Aids, Urinary Tract Infection",4,7
Tuberculosis,6,42,21,46,4,13,Itching +  Skin Rash,"Chicken Pox, Impetigo, Hepatitis E",6,7
Common Cold,8,9,21,8,13,12,Itching +  Skin Rash,"Chicken Pox, Hepatitis A, Dimorphic Hemmorhoids(Piles)",5,7
Common Cold,8,9,21,8,13,12,Chills +  Vomiting,"Tuberculosis, Heart Attack, Hepatitis C",5,7
Common Cold,6,15,14,19,12,27,Skin Rash +  Pus Filled Pimples,"Acne, Common Cold, Migraine",7,7
Common Cold,8,15,14,19,12,27,Fatigue +  Weight Loss,"Diabetes , Acne, Chronic Cholestasis",1,7
Common Cold,8,9,14,19,12,27,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Chronic Cholestasis, Gastroenteritis",9,7
Common Cold,8,9,21,19,12,27,Headache +  Chest Pain,"Hypertension , Urinary Tract Infection, Migraine",5,7
Common Cold,8,9,21,8,12,27,Continuous Sneezing +  Chills,"Common Cold, Hepatitis A, Fungal Infection",1,7
Common Cold,8,9,21,8,13,27,Muscle Wasting +  Patches In Throat,"Aids, Hypothyroidism, Common Cold",9,7
Common Cold,8,9,21,8,13,12,Continuous Sneezing +  Chills,"Common Cold, Gerd, Drug Reaction",2,7
Common Cold,8,9,21,8,13,12,Fatigue +  Weight Loss,"Diabetes , Osteoarthristis",0,7
Pneumonia,6,15,14,19,2,26,Fatigue +  Weight Loss,"Diabetes , Chronic Cholestasis, Hepatitis B",7,7
Pneumonia,6,15,14,19,2,26,Continuous Sneezing +  Chills,"Allergy, Hepatitis D, Tuberculosis",4,7
Pneumonia,6,15,14,19,2,26,Muscle Wasting +  Patches In Throat,"Aids, Gastroenteritis, Chronic Cholestasis",6,7
Pneumonia,11,11,24,4,30,18,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Impetigo, Hepatitis D",1,7
Pneumonia,6,11,24,4,30,18,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Gastroenteritis, Aids",7,7
Pneumonia,6,15,24,4,30,18,Continuous Sneezing +  Chills,"Common Cold, (Vertigo) Paroymsal  Positional Vertigo, Chronic Cholestasis",4,7
Pneumonia,6,15,14,4,30,18,Skin Rash +  Blister,"Impetigo, Hypertension , Psoriasis",9,7
Pneumonia,6,15,14,19,30,18,Vomiting +  Sunken Eyes,"Gastroenteritis, Hypertension , Hepatitis E",7,7
Pneumonia,6,15,14,19,2,18,Stomach Pain +  Acidity,"Gerd, Diabetes , Malaria",9,7
Pneumonia,6,15,14,19,2,26,Fatigue +  Cramps,"Varicose Veins, Dengue, Chronic Cholestasis",6,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Joint Pain +  Neck Pain,"Osteoarthristis, Jaundice, Dimorphic Hemmorhoids(Piles)",2,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Acidity +  Indigestion,"Migraine, Hypoglycemia, Peptic Ulcer Diseae",1,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Continuous Sneezing +  Chills,"Common Cold, Diabetes , Hepatitis A",5,7
Dimorphic Hemmorhoids(Piles),21,29,5,22,12,20,Joint Pain +  Vomiting,"Hepatitis E, Hepatitis D, Malaria",7,7
Dimorphic Hemmorhoids(Piles),7,29,5,22,12,20,Continuous Sneezing +  Chills,"Common Cold, Hyperthyroidism, Heart Attack",1,7
Dimorphic Hemmorhoids(Piles),7,28,5,22,12,20,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Osteoarthristis, Impetigo",3,7
Dimorphic Hemmorhoids(Piles),7,28,37,22,12,20,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Hepatitis A",1,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,12,20,Skin Rash +  High Fever,"Impetigo, Paralysis (Brain Hemorrhage), Fungal Infection",6,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Fatigue +  Weight Loss,"Diabetes , Acne",4,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Fatigue +  Yellowish Skin,"Hepatitis C, Varicose Veins, Malaria",2,7
Heart Attack,29,6,45,6,12,20,Skin Rash +  High Fever,"Impetigo, Common Cold, Hepatitis E",0,7
Heart Attack,29,6,45,6,12,20,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Dengue, Chronic Cholestasis",4,7
Heart Attack,3,39,10,19,12,20,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Common Cold, Hypertension",9,7
Heart Attack,29,39,10,19,12,20,Headache +  Chest Pain,"Hypertension , Dimorphic Hemmorhoids(Piles), Paralysis (Brain Hemorrhage)",1,7
Heart Attack,29,6,10,19,12,20,Chills +  Vomiting,"Typhoid, Dimorphic Hemmorhoids(Piles), Tuberculosis",9,7
Heart Attack,29,6,45,19,12,20,Skin Rash +  Blister,"Impetigo, Hypertension , Psoriasis",1,7
Heart Attack,29,6,45,6,12,20,Joint Pain +  Vomiting,"Hepatitis A, Hypothyroidism, Arthritis",0,7
Heart Attack,3,39,10,19,12,20,Joint Pain +  Neck Pain,"Osteoarthristis, Hepatitis C, Allergy",0,7
Heart Attack,29,39,10,19,12,20,Itching +  Fatigue,"Hepatitis B, Arthritis, Peptic Ulcer Diseae",3,7
Heart Attack,29,6,10,19,12,20,Skin Rash +  Chills,"Dengue, Fungal Infection, Hypoglycemia",5,7
Varicose Veins,11,12,8,30,33,28,Continuous Sneezing +  Chills,"Allergy, Malaria, Dimorphic Hemmorhoids(Piles)",8,7
Varicose Veins,11,12,8,30,33,28,Joint Pain +  Vomiting,"Hepatitis D, Varicose Veins, Aids",1,7
Varicose Veins,10,7,36,43,32,23,Fatigue +  Weight Loss,"Diabetes , Allergy, Hypoglycemia",6,7
Varicose Veins,11,7,36,43,32,23,Itching +  Fatigue,"Hepatitis B, Aids, Dimorphic Hemmorhoids(Piles)",4,7
Varicose Veins,11,12,36,43,32,23,Joint Pain +  Vomiting,"Hepatitis A, Hepatitis C, Drug Reaction",8,7
Varicose Veins,11,12,8,43,32,23,Skin Rash +  High Fever,"Impetigo, Gerd, Hepatitis B",4,7
Varicose Veins,11,12,8,30,32,23,Chills +  Vomiting,"Tuberculosis, Hepatitis A, Varicose Veins",1,7
Varicose Veins,11,12,8,30,33,23,Fatigue +  Weight Gain,"Hypothyroidism, Pneumonia, Hepatitis D",0,7
Varicose Veins,11,12,8,30,33,28,Stomach Pain +  Acidity,"Gerd, Typhoid, Acne",9,7
Varicose Veins,11,12,8,30,33,23,Continuous Sneezing +  Shivering,"Allergy, Alcoholic Hepatitis, Hepatitis B",4,7
Hypothyroidism,11,45,12,27,20,8,Vomiting +  Sunken Eyes,"Gastroenteritis, Hepatitis C, Hepatitis B",6,7
Hypothyroidism,11,45,12,27,20,8,Skin Rash +  Chills,"Dengue, Gastroenteritis, Hepatitis B",4,7
Hypothyroidism,31,10,31,24,8,24,Joint Pain +  Neck Pain,"Osteoarthristis, Hypothyroidism",4,7
Hypothyroidism,31,10,31,24,8,24,Continuous Sneezing +  Chills,"Allergy, Varicose Veins, Gastroenteritis",8,7
Hypothyroidism,11,10,31,24,8,24,Skin Rash +  Pus Filled Pimples,"Acne, Tuberculosis, Pneumonia",1,7
Hypothyroidism,11,45,31,24,8,24,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Osteoarthristis, Drug Reaction",7,7
Hypothyroidism,11,45,12,24,8,24,Chills +  Vomiting,"Malaria, Typhoid, Hepatitis D",7,7
Hypothyroidism,11,45,12,27,8,24,Chills +  Vomiting,"Tuberculosis, Varicose Veins, Peptic Ulcer Diseae",5,7
Hypothyroidism,11,45,12,27,20,24,Skin Rash +  Pus Filled Pimples,"Acne, Hepatitis E",4,7
Hypothyroidism,11,45,12,27,20,8,Fatigue +  Cough,"Bronchial Asthma, Osteoarthristis, Hepatitis C",0,7
Hyperthyroidism,11,24,52,34,30,7,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), (Vertigo) Paroymsal  Positional Vertigo, Hypothyroidism",1,7
Hyperthyroidism,11,24,52,34,30,7,Skin Rash +  Chills,"Dengue, Hepatitis B, Acne",3,7
Hyperthyroidism,17,46,39,40,6,10,Fatigue +  Mood Swings,"Hyperthyroidism, Dengue, (Vertigo) Paroymsal  Positional Vertigo",7,7
Hyperthyroidism,11,46,39,40,6,10,Joint Pain +  Vomiting,"Hepatitis E, Jaundice, Bronchial Asthma",9,7
Hyperthyroidism,11,24,39,40,6,10,Joint Pain +  Vomiting,"Hepatitis D, Arthritis, Hepatitis A",5,7
Hyperthyroidism,11,24,52,40,6,10,Chills +  Vomiting,"Tuberculosis, Drug Reaction, Osteoarthristis",9,7
Hyperthyroidism,11,24,52,34,6,10,Fatigue +  Restlessness,"Diabetes , Typhoid, Common Cold",5,7
Hyperthyroidism,11,24,52,34,30,10,Headache +  Chest Pain,"Hypertension , Urinary Tract Infection, Dengue",1,7
Hyperthyroidism,11,24,52,34,30,7,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Hepatitis B, Peptic Ulcer Diseae",4,7
Hyperthyroidism,11,24,52,34,30,7,Fatigue +  Cramps,"Varicose Veins, Impetigo, Cervical Spondylosis",6,7
Hypoglycemia,29,15,2,40,12,20,Vomiting +  Sunken Eyes,"Gastroenteritis, Impetigo, Paralysis (Brain Hemorrhage)",8,7
Hypoglycemia,29,15,2,40,12,20,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Jaundice, Hepatitis C",4,7
Hypoglycemia,29,15,2,40,12,20,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Urinary Tract Infection, Chicken Pox",1,7
Hypoglycemia,11,2,45,18,24,1,Fatigue +  Mood Swings,"Hyperthyroidism, Dengue, (Vertigo) Paroymsal  Positional Vertigo",2,7
Hypoglycemia,29,2,45,18,24,1,Joint Pain +  Neck Pain,"Osteoarthristis, Hepatitis B, Migraine",0,7
Hypoglycemia,29,15,45,18,24,1,Chills +  Fatigue,"Pneumonia, Hypertension , Aids",1,7
Hypoglycemia,29,15,2,18,24,1,Skin Rash +  Chills,"Dengue, Arthritis, Hepatitis A",1,7
Hypoglycemia,29,15,2,40,24,1,Patches In Throat +  High Fever,"Aids, Hepatitis C, Alcoholic Hepatitis",1,7
Hypoglycemia,29,15,2,40,12,1,Vomiting +  Weakness Of One Body Side,"Paralysis (Brain Hemorrhage), Arthritis, Heart Attack",7,7
Hypoglycemia,29,15,2,40,12,20,Itching +  Skin Rash,"Fungal Infection, Hepatitis B, Malaria",6,7
Osteoarthristis,16,26,27,20,31,22,Muscle Wasting +  Patches In Throat,"Aids, Fungal Infection, Hyperthyroidism",7,7
Osteoarthristis,16,26,27,20,31,22,Vomiting +  Sunken Eyes,"Gastroenteritis, (Vertigo) Paroymsal  Positional Vertigo, Bronchial Asthma",4,7
Osteoarthristis,20,21,25,41,25,20,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Osteoarthristis",9,7
Osteoarthristis,16,21,25,41,25,20,Itching +  Yellowish Skin,"Chronic Cholestasis, Malaria, Hepatitis E",5,7
Osteoarthristis,16,26,25,41,25,20,Chills +  Vomiting,"Typhoid, Fungal Infection, Pneumonia",3,7
Osteoarthristis,16,26,27,41,25,20,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Heart Attack, Fungal Infection",8,7
Osteoarthristis,16,26,27,20,25,20,Vomiting +  Abdominal Pain,"Alcoholic Hepatitis, Hepatitis B, Chronic Cholestasis",4,7
Osteoarthristis,16,26,27,20,31,20,Yellowish Skin +  Nausea,"Hepatitis C, Common Cold, Chicken Pox",1,7
Osteoarthristis,16,26,27,20,31,22,Fatigue +  Weight Gain,"Hypothyroidism, Dengue, Common Cold",9,7
Osteoarthristis,16,26,27,20,31,22,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Arthritis, Hepatitis D",6,7
Arthritis,19,36,46,28,25,20,Itching +  Vomiting,"Chronic Cholestasis, Hepatitis A, Dimorphic Hemmorhoids(Piles)",5,7
Arthritis,19,36,46,28,25,20,Chills +  Vomiting,"Typhoid, Chicken Pox",6,7
Arthritis,26,40,32,31,12,20,Vomiting +  Fatigue,"Hypoglycemia, Chicken Pox, Hepatitis C",5,7
Arthritis,19,40,32,31,12,20,Fatigue +  Mood Swings,"Hyperthyroidism, Bronchial Asthma, Diabetes",6,7
Arthritis,19,36,32,31,12,20,Joint Pain +  Vomiting,"Hepatitis A, Dimorphic Hemmorhoids(Piles), Psoriasis",4,7
Arthritis,19,36,46,31,12,20,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Alcoholic Hepatitis, Dengue",9,7
Arthritis,19,36,46,28,25,20,Chills +  Fatigue,"Pneumonia, Hepatitis C, Heart Attack",6,7
Arthritis,19,36,46,28,12,20,Vomiting +  Nausea,"(Vertigo) Paroymsal  Positional Vertigo, Aids, Impetigo",5,7
Arthritis,19,36,46,28,25,20,Chills +  Vomiting,"Typhoid, Hyperthyroidism, Hepatitis D",0,7
Arthritis,19,36,46,28,25,20,Itching +  Vomiting,"Jaundice, Gerd, Dengue",8,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,22,29,Fatigue +  Weight Loss,"Diabetes , Varicose Veins, Tuberculosis",6,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,22,29,Headache +  Dizziness,"Hypertension , Fungal Infection",0,7
(Vertigo) Paroymsal  Positional Vertigo,12,25,43,26,34,20,Joint Pain +  Vomiting,"Hepatitis D, Psoriasis, Alcoholic Hepatitis",4,7
(Vertigo) Paroymsal  Positional Vertigo,29,25,43,26,34,20,Joint Pain +  Vomiting,"Hepatitis E, Tuberculosis, Impetigo",4,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,43,26,34,20,Vomiting +  Sunken Eyes,"Gastroenteritis, Varicose Veins, Chicken Pox",0,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,26,34,20,Vomiting +  Yellowish Skin,"Chronic Cholestasis, Bronchial Asthma, Pneumonia",5,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,34,20,Fatigue +  Weight Loss,"Diabetes , Aids",1,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,22,20,Fatigue +  Cough,"Bronchial Asthma, Typhoid, Diabetes",3,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,22,29,Muscle Wasting +  Patches In Throat,"Aids, Hypothyroidism, Common Cold",1,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,26,34,20,Chills +  Cough,"Pneumonia, Hepatitis C, (Vertigo) Paroymsal  Positional Vertigo",8,7
Acne,25,31,3,35,12,20,Itching +  Skin Rash,"Fungal Infection, Cervical Spondylosis, Aids",4,7
Acne,25,31,3,35,12,20,Joint Pain +  Vomiting,"Hepatitis D, Malaria, Psoriasis",1,7
Acne,23,3,40,19,12,20,Itching +  Skin Rash,"Chicken Pox, Hepatitis E, Allergy",8,7
Acne,25,3,40,19,12,20,Joint Pain +  Vomiting,"Hepatitis A, Osteoarthristis, Tuberculosis",5,7
Acne,25,31,40,19,12,20,Skin Rash +  High Fever,"Impetigo, Hepatitis C, Hepatitis A",1,7
Acne,25,31,3,19,12,20,Stomach Pain +  Acidity,"Gerd, Hypoglycemia, Aids",9,7
Acne,25,31,3,35,12,20,Joint Pain +  Vomiting,"Hepatitis A, Hepatitis C, Drug Reaction",8,7
Acne,25,31,3,19,12,20,Chills +  Vomiting,"Tuberculosis, Pneumonia, Varicose Veins",3,7
Acne,25,31,40,19,12,20,Fatigue +  Mood Swings,"Hyperthyroidism, Cervical Spondylosis, Allergy",0,7
Acne,25,3,40,19,12,20,Chills +  Vomiting,"Malaria, Allergy, Acne",3,7
Urinary Tract Infection,4,4,22,7,12,20,Joint Pain +  Vomiting,"Hepatitis E, Pneumonia, Dimorphic Hemmorhoids(Piles)",9,7
Urinary Tract Infection,4,4,22,7,12,20,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Varicose Veins, Dengue",6,7
Urinary Tract Infection,2,16,13,19,12,20,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Hepatitis E, Hypertension",5,7
Urinary Tract Infection,4,16,13,19,12,20,Joint Pain +  Vomiting,"Hepatitis E, Common Cold, Hypoglycemia",6,7
Urinary Tract Infection,4,4,13,19,12,20,Itching +  Vomiting,"Jaundice, Hepatitis C, Cervical Spondylosis",0,7
Urinary Tract Infection,4,4,22,19,12,20,Pus Filled Pimples +  Blackheads,"Acne, Impetigo, Fungal Infection",5,7
Urinary Tract Infection,4,4,22,7,12,20,Stomach Pain +  Acidity,"Gerd, Hepatitis A",3,7
Urinary Tract Infection,4,4,13,19,12,20,Headache +  Chest Pain,"Hypertension , Varicose Veins, Dengue",4,7
Urinary Tract Infection,2,16,13,19,12,20,Itching +  Skin Rash,"Drug Reaction, Chicken Pox, Hypothyroidism",1,7
Urinary Tract Infection,4,4,13,19,12,20,Joint Pain +  Vomiting,"Hepatitis D, Common Cold, Drug Reaction",5,7
Psoriasis,25,20,42,36,27,15,Fatigue +  Cough,"Bronchial Asthma, Hepatitis A, (Vertigo) Paroymsal  Positional Vertigo",7,7
Psoriasis,25,20,42,36,27,15,Vomiting +  Sunken Eyes,"Gastroenteritis, Dengue, Hepatitis C",7,7
Psoriasis,16,34,41,37,15,20,Fatigue +  Weight Loss,"Diabetes , Hepatitis A, Gastroenteritis",5,7
Psoriasis,25,34,41,37,15,20,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Osteoarthristis, Hypothyroidism",6,7
Psoriasis,25,20,41,37,15,20,Joint Pain +  Vomiting,"Hepatitis D, Hypothyroidism, Hypertension",8,7
Psoriasis,25,20,42,37,15,20,Headache +  Chest Pain,"Hypertension , Osteoarthristis, Fungal Infection",6,7
Psoriasis,25,20,42,36,15,20,Continuous Sneezing +  Chills,"Common Cold, Impetigo, Hepatitis A",4,7
Psoriasis,25,20,42,36,27,20,Vomiting +  Dehydration,"Gastroenteritis, Malaria, Urinary Tract Infection",4,7
Psoriasis,25,20,42,36,27,15,Itching +  Skin Rash,"Chicken Pox, Diabetes , Acne",4,7
Psoriasis,25,20,42,36,27,15,Chills +  Vomiting,"Malaria, Drug Reaction, Alcoholic Hepatitis",9,7
Impetigo,25,18,4,33,35,20,Itching +  Vomiting,"Jaundice, Pneumonia, Alcoholic Hepatitis",0,7
Impetigo,25,18,4,33,35,20,Chest Pain +  Dizziness,"Hypertension , Hepatitis D, Alcoholic Hepatitis",6,7
Impetigo,13,5,38,47,12,20,Cough +  High Fever,"Bronchial Asthma, Acne, Chronic Cholestasis",2,7
Impetigo,25,5,38,47,12,20,Muscle Weakness +  Stiff Neck,"Arthritis, Common Cold",4,7
Impetigo,25,5,38,47,12,20,Fatigue +  Cold Hands And Feets,"Hypothyroidism, Varicose Veins, Bronchial Asthma",4,7
Impetigo,25,18,38,47,12,20,Vomiting +  Yellowish Skin,"Chronic Cholestasis, Heart Attack, Hypertension",0,7
Impetigo,25,18,4,47,12,20,Headache +  Chest Pain,"Hypertension , Drug Reaction, Hepatitis B",3,7
Impetigo,25,18,4,33,12,20,Itching +  Skin Rash,"Chicken Pox, Hepatitis B",5,7
Impetigo,25,18,4,33,35,20,Constipation +  Pain In Anal Region,"Dimorphic Hemmorhoids(Piles), Hepatitis A, Peptic Ulcer Diseae",2,7
Impetigo,25,5,38,47,12,20,Shivering +  Chills,"Allergy, Hypertension , Cervical Spondylosis",4,7
Fungal Infection,15,35,35,11,12,20,Fatigue +  Yellowish Skin,"Hepatitis C, Cervical Spondylosis, Arthritis",5,7
Fungal Infection,25,27,18,19,12,20,Itching +  Fatigue,"Hepatitis B, Drug Reaction, Dimorphic Hemmorhoids(Piles)",0,7
Fungal Infection,15,27,18,19,12,20,Skin Rash +  Chills,"Dengue, Heart Attack, Hyperthyroidism",2,7
Fungal Infection,15,35,18,19,12,20,Fatigue +  Mood Swings,"Hyperthyroidism, Drug Reaction, Heart Attack",3,7
Fungal Infection,15,35,35,19,12,20,Chest Pain +  Dizziness,"Hypertension , Hepatitis D, Alcoholic Hepatitis",4,7
Fungal Infection,25,27,18,19,12,20,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Chronic Cholestasis, Hypertension",0,7
Fungal Infection,15,27,18,19,12,20,Acidity +  Indigestion,"Migraine, Alcoholic Hepatitis, Varicose Veins",5,7
Fungal Infection,15,35,18,19,12,20,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Hepatitis E, Hypertension",5,7
Fungal Infection,15,35,35,19,12,20,Joint Pain +  Vomiting,"Hepatitis D, Malaria, Drug Reaction",5,7
Fungal Infection,15,35,35,11,12,20,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Common Cold, Osteoarthristis",1,7
Allergy,8,33,11,45,12,20,Fatigue +  Cough,"Bronchial Asthma, Migraine, Osteoarthristis",3,7
Allergy,24,9,50,19,12,20,Skin Rash +  High Fever,"Impetigo, Dimorphic Hemmorhoids(Piles)",5,7
Allergy,8,9,50,19,12,20,Stomach Pain +  Acidity,"Gerd, Hepatitis B, (Vertigo) Paroymsal  Positional Vertigo",4,7
Allergy,8,33,50,19,12,20,Skin Rash +  Chills,"Dengue, Drug Reaction, Varicose Veins",6,7
Allergy,8,33,11,19,12,20,Chills +  Fatigue,"Pneumonia, Gastroenteritis, Arthritis",0,7
Allergy,24,9,50,19,12,20,Acidity +  Indigestion,"Migraine, Allergy, Gastroenteritis",0,7
Allergy,8,9,50,19,12,20,Itching +  Vomiting,"Jaundice, Tuberculosis, Drug Reaction",8,7
Allergy,8,33,50,19,12,20,Skin Rash +  Chills,"Dengue, Hyperthyroidism, Migraine",4,7
Allergy,8,33,11,19,12,20,Itching +  Vomiting,"Chronic Cholestasis, Hypothyroidism, Common Cold",5,7
Allergy,8,33,11,45,12,20,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Alcoholic Hepatitis, Osteoarthristis",1,7
